timestamp,hybrid_small_family_semi_automated__baseline_kw,hybrid_small_family_semi_automated__shifted_kw,homeoffice_small_family_semi_automated__baseline_kw,homeoffice_small_family_semi_automated__shifted_kw,office_small_family_semi_automated__baseline_kw,office_small_family_semi_automated__shifted_kw,hybrid_single_semi_automated__baseline_kw,hybrid_single_semi_automated__shifted_kw,hybrid_small_family_time_programmable__baseline_kw,hybrid_small_family_time_programmable__shifted_kw,office_small_family_time_programmable__baseline_kw,office_small_family_time_programmable__shifted_kw,office_small_family_automated__baseline_kw,office_small_family_automated__shifted_kw,office_single_semi_automated__baseline_kw,office_single_semi_automated__shifted_kw,hybrid_small_family_automated__baseline_kw,hybrid_small_family_automated__shifted_kw,hybrid_large_family_semi_automated__baseline_kw,hybrid_large_family_semi_automated__shifted_kw,hybrid_single_automated__baseline_kw,hybrid_single_automated__shifted_kw,hybrid_small_family_manual__baseline_kw,hybrid_small_family_manual__shifted_kw,office_small_family_manual__baseline_kw,office_small_family_manual__shifted_kw,homeoffice_single_semi_automated__baseline_kw,homeoffice_single_semi_automated__shifted_kw,homeoffice_small_family_manual__baseline_kw,homeoffice_small_family_manual__shifted_kw,homeoffice_small_family_time_programmable__baseline_kw,homeoffice_small_family_time_programmable__shifted_kw,hybrid_single_time_programmable__baseline_kw,hybrid_single_time_programmable__shifted_kw,office_large_family_semi_automated__baseline_kw,office_large_family_semi_automated__shifted_kw,office_single_time_programmable__baseline_kw,office_single_time_programmable__shifted_kw,hybrid_single_manual__baseline_kw,hybrid_single_manual__shifted_kw,office_single_manual__baseline_kw,office_single_manual__shifted_kw,office_single_automated__baseline_kw,office_single_automated__shifted_kw,homeoffice_small_family_automated__baseline_kw,homeoffice_small_family_automated__shifted_kw,homeoffice_large_family_semi_automated__baseline_kw,homeoffice_large_family_semi_automated__shifted_kw,hybrid_large_family_automated__baseline_kw,hybrid_large_family_automated__shifted_kw,hybrid_large_family_time_programmable__baseline_kw,hybrid_large_family_time_programmable__shifted_kw,office_large_family_time_programmable__baseline_kw,office_large_family_time_programmable__shifted_kw,homeoffice_single_manual__baseline_kw,homeoffice_single_manual__shifted_kw,homeoffice_single_automated__baseline_kw,homeoffice_single_automated__shifted_kw,office_large_family_automated__baseline_kw,office_large_family_automated__shifted_kw,office_large_family_manual__baseline_kw,office_large_family_manual__shifted_kw,homeoffice_single_time_programmable__baseline_kw,homeoffice_single_time_programmable__shifted_kw,homeoffice_large_family_manual__baseline_kw,homeoffice_large_family_manual__shifted_kw,hybrid_large_family_manual__baseline_kw,hybrid_large_family_manual__shifted_kw,homeoffice_large_family_automated__baseline_kw,homeoffice_large_family_automated__shifted_kw,homeoffice_large_family_time_programmable__baseline_kw,homeoffice_large_family_time_programmable__shifted_kw
2024-01-01 00:00:00,0.04304935323166874,0.05901648344658657,0.045239918614718606,0.04790855497835497,0.06396848010204081,0.051806541326530606,0.047163812370600404,0.047163812370600404,0.052483333099250934,0.052483333099250934,0.05012319658119657,0.05843088888888887,0.043760880102040815,0.0618343494897959,0.033455307971014495,0.033455307971014495,0.034739734020146504,0.06328588786630038,0.1093199962797619,0.1093199962797619,0.030357028960622714,0.030357028960622714,0.030836870357142856,0.05550715607142856,0.03323413154761905,0.0752795601190476,0.09463848833819243,0.09463848833819243,0.05916155915937804,0.07421666120019435,0.04142176481762918,0.048031339285714285,0.06617719561688312,0.08172265016233765,0.056793347176079735,0.14215381229235882,0.015622560975609757,0.030804024390243906,0.0704834455128205,0.0704834455128205,0.021223029279279274,0.032412218468468465,0.03776119481981982,0.03776119481981982,0.01762482755102041,0.09774197040816326,0.048504593563988084,0.0679202185639881,0.04692061802455358,0.05631035016741072,0.14678103243021348,0.1664837910509031,0.03109329117063493,0.08430177331349209,0.010973097826086957,0.07358179347826088,0.10209063852813854,0.10209063852813854,0.027566686011904762,0.09452668601190477,0.061412584586466167,0.061412584586466167,0.02003698464912281,0.02003698464912281,0.011341944444444443,0.011341944444444443,0.11720794642857144,0.11720794642857144,0.11316109999999997,0.11316109999999997,0.025990497448979587,0.15777621173469386
2024-01-01 00:15:00,0.036345663980193836,0.04873099899915717,0.04755412665043289,0.0588382175595238,0.04854896601473922,0.042825700708616785,0.03508382142857143,0.03508382142857143,0.05182384634162653,0.05182384634162653,0.03446934165140415,0.039661649343711844,0.038226132653061226,0.049522051020408166,0.032763016951345744,0.032763016951345744,0.06278068525641027,0.07892760833333336,0.09771388392857142,0.09771388392857142,0.04925005837912089,0.04925005837912089,0.03116533476190476,0.05109133476190477,0.02558493869047619,0.07394493869047616,0.07272364947764823,0.07272364947764823,0.04029044248056365,0.05119758533770651,0.035655365374873356,0.035655365374873356,0.05903946191829004,0.06875537100919912,0.037839530730897006,0.14038894933554819,0.01637952743902439,0.03156099085365854,0.04413637667887668,0.04413637667887668,0.023783164414414415,0.023783164414414415,0.03023262725225225,0.03023262725225225,0.02147813911564626,0.08568885340136055,0.036125891927083334,0.05554151692708333,0.038548002232142865,0.03620056919642858,0.13630272167487686,0.13671237684729065,0.03064476686507937,0.05568405257936509,0.013143387681159418,0.06323034420289857,0.09090183982683984,0.09090183982683984,0.02957415029761905,0.07142415029761905,0.045661553884711784,0.045661553884711784,0.019412500000000003,0.019412500000000003,0.011341944444444443,0.011341944444444443,0.07208379464285714,0.07208379464285714,0.020782833333333334,0.020782833333333334,0.026528507653061223,0.026528507653061223
2024-01-01 00:30:00,0.032175478297513695,0.0462640054782975,0.0432575060064935,0.08544841509740259,0.0474866483276644,0.045340423837868474,0.034162724508281575,0.034162724508281575,0.052227063035045464,0.052227063035045464,0.032743665369352866,0.037558912622100114,0.0368484362244898,0.04588517091836736,0.03135618055555555,0.03135618055555555,0.06218464203296704,0.0683461804945055,0.08351866629464287,0.07016849888392858,0.04508398294413919,0.04508398294413919,0.033386176309523806,0.048884176309523804,0.01853909345238095,0.057227093452380945,0.04307478559280854,0.04307478559280854,0.021846379980563657,0.03536474732750243,0.02318650899189463,0.02318650899189463,0.04175835565476191,0.04175835565476191,0.03698778931339977,0.10795871954595791,0.015886653600464578,0.02347738530778165,0.043374619200244206,0.043374619200244206,0.024455349099099095,0.024455349099099095,0.022594066441441442,0.022594066441441442,0.06051906292517007,0.1049276343537415,0.03826264601934524,0.047970458519345234,0.07713092540922621,0.030182264694940487,0.11636133415435142,0.11935926518883419,0.029873499503968254,0.05491278521825397,0.01348070652173913,0.04478505434782609,0.05968704004329004,0.05968704004329004,0.029365150297619054,0.06284515029761906,0.04348896303258145,0.04348896303258145,0.024767708333333333,0.024767708333333333,0.0073149999999999995,0.0073149999999999995,0.07203035714285713,0.07203035714285713,0.024816683333333332,0.024816683333333332,0.026528507653061223,0.026528507653061223
2024-01-01 00:45:00,0.029246347055415088,0.04473560116413822,0.048172985849567106,0.08329889494047617,0.05974690773809523,0.07119343835034013,0.046074287008281575,0.051298200051759835,0.05217716476056715,0.06215553554708401,0.039653141407203905,0.0589141304181929,0.03457584608843537,0.04022380527210885,0.03156463099551415,0.03156463099551415,0.0520590141941392,0.0520590141941392,0.07385779389880952,0.07330868675595238,0.031823652129120875,0.031823652129120875,0.05096535119047619,0.09010570833333337,0.024822866666666665,0.049002866666666665,0.036469211309523804,0.036469211309523804,0.022851008260447038,0.03129998785228377,0.0232783086372847,0.0232783086372847,0.040020816761363646,0.040020816761363646,0.03671437015503876,0.07100506782945737,0.015775268583042974,0.025263683217189314,0.035307376373626374,0.035307376373626374,0.02481329954954955,0.02481329954954955,0.020758438063063062,0.020758438063063062,0.08466072959183675,0.0961035867346939,0.0755276683407738,0.0755276683407738,0.10677144717261906,0.0668650855654762,0.061369454022988525,0.061369454022988525,0.02892834821428572,0.04144799107142858,0.01381802536231884,0.038861503623188416,0.06049952651515152,0.06049952651515152,0.02915615029761905,0.050081150297619045,0.042495,0.042495,0.01955625,0.01955625,0.0073149999999999995,0.0073149999999999995,0.052246324404761894,0.052246324404761894,0.023069483333333335,0.07274948333333334,0.026528507653061223,0.026528507653061223
2024-01-01 01:00:00,0.029919878252739143,0.04082521959281499,0.0597392452651515,0.08927015435606062,0.057153798044217684,0.06931573681972789,0.052090412784679095,0.06950345626293995,0.05254949588683789,0.0887888217295345,0.04228186355311355,0.06363206959706956,0.033217026998299315,0.033217026998299315,0.029784974982746723,0.029784974982746723,0.06066728205128205,0.05452882051282051,0.08500726702008929,0.08213818219866073,0.0386410576923077,0.0386410576923077,0.04500398809523808,0.10035398809523813,0.04357942916666666,0.05629942916666666,0.023335838192419828,0.03314400145772595,0.02437675534499514,0.02437675534499514,0.017509007725430598,0.017509007725430598,0.03414237283549784,0.03414237283549784,0.05167247785160576,0.07643119878183832,0.01708888356562137,0.05504254210220672,0.027241148504273508,0.027241148504273508,0.023435078828828827,0.023435078828828827,0.023387579954954954,0.023387579954954954,0.06621607823129252,0.06621607823129252,0.06833396298363095,0.06833396298363095,0.10582163318452383,0.08704216889880954,0.04052440476190476,0.04052440476190476,0.026021564980158732,0.026021564980158732,0.014010778985507245,0.029662952898550726,0.04664484577922078,0.04664484577922078,0.028738489583333332,0.028738489583333332,0.03908875,0.03908875,0.02235104166666667,0.02235104166666667,0.03268,0.03268,0.024851736111111102,0.024851736111111102,0.021930283333333335,0.18753028333333333,0.026528507653061223,0.026528507653061223
2024-01-01 01:15:00,0.035506255794353125,0.04180398019384743,0.05443435240800865,0.08528798877164502,0.05896561947278911,0.06468888477891156,0.0421874126552795,0.056117847437888224,0.056310622826377735,0.08619551046682718,0.0651730469703907,0.09279090411324785,0.03840747236394558,0.03840747236394558,0.03466335037094548,0.03466335037094548,0.09518792948717947,0.07063408333333335,0.0980970628720238,0.10091960751488097,0.052538481570512816,0.052538481570512816,0.02970333333333333,0.07105769047619048,0.03945761666666667,0.04740761666666666,0.01756733023566569,0.05026120778668609,0.026729367103984446,0.026729367103984446,0.011748489741641334,0.011748489741641334,0.02716981364989177,0.02716981364989177,0.046235595238095235,0.055741409191583616,0.016969223286875723,0.04922983304297328,0.02665145833333333,0.02665145833333333,0.023321677927927924,0.023321677927927924,0.021796023326898326,0.021796023326898326,0.04304918197278912,0.04304918197278912,0.045839956287202395,0.045839956287202395,0.1558259486607143,0.137046484375,0.02815507645730706,0.02815507645730706,0.025493080357142858,0.025493080357142858,0.016776793478260867,0.016776793478260867,0.032600473484848486,0.032600473484848486,0.02593454761904762,0.02593454761904762,0.0355075,0.0355075,0.022692708333333332,0.022692708333333332,0.10877500000000001,0.10877500000000001,0.024851736111111102,0.024851736111111102,0.020221483333333335,0.15270148333333333,0.026528507653061223,0.026528507653061223
2024-01-01 01:30:00,0.03714923955699536,0.041697596067741254,0.0459747766504329,0.0650132831439394,0.054798966978458034,0.05694519146825396,0.03451442934782609,0.04322095108695652,0.04123813269127877,0.07139116639914393,0.057650699404761876,0.0883969219322344,0.05917008184523809,0.05917008184523809,0.051551251725327804,0.051551251725327804,0.07887420673076923,0.06530233859890111,0.07433708798363095,0.1098830701264881,0.04219674565018316,0.04219674565018316,0.029747666666666665,0.054417952380952386,0.027348679166666664,0.027348679166666664,0.018327648809523804,0.054164966593780374,0.027969144800777453,0.027969144800777453,0.011757272669706179,0.011757272669706179,0.02700635890151515,0.02700635890151515,0.030330038759689922,0.030330038759689922,0.0169573069105691,0.03213877032520325,0.022390718482905976,0.022390718482905976,0.020291948198198198,0.020291948198198198,0.020287575933075935,0.020287575933075935,0.03704029591836735,0.03704029591836735,0.04570954334077382,0.04570954334077382,0.12587994326636906,0.1164902111235119,0.017763736658456483,0.017763736658456483,0.024614236111111115,0.024614236111111115,0.01715335144927536,0.01715335144927536,0.03221389339826839,0.03221389339826839,0.023015672619047616,0.023015672619047616,0.035062916666666666,0.06003284147869674,0.023034375000000003,0.023034375000000003,0.115821625,0.115821625,0.024851736111111102,0.024851736111111102,0.1408822833333333,0.22368228333333331,0.025990497448979587,0.025990497448979587
2024-01-01 01:45:00,0.029523621865781707,0.03127298975453013,0.05007285646645022,0.04480142789502166,0.05100470564058957,0.039558175028344675,0.029951491330227748,0.0369167087215321,0.05275856641252006,0.08992957764847516,0.03578655162545789,0.06798874942765566,0.06997497874149658,0.06997497874149658,0.04810841959972394,0.04810841959972394,0.04583707371794873,0.06034520558608059,0.08005333333333332,0.10567319940476189,0.02927143601190476,0.02927143601190476,0.024499708333333328,0.04442570833333334,0.02855472678571428,0.02855472678571428,0.019271509353741494,0.06789250060738582,0.029270288204567535,0.029270288204567535,0.011766055597771021,0.011766055597771021,0.02692724364177489,0.02692724364177489,0.028972764396456258,0.028972764396456258,0.017160878339140533,0.032342341753774685,0.02366596153846154,0.02366596153846154,0.02052088963963964,0.02052088963963964,0.01870714543114543,0.031963902187902196,0.018261520408163267,0.018261520408163267,0.07062793898809523,0.07062793898809523,0.07091511811755952,0.07091511811755952,0.017630898501642036,0.017630898501642036,0.023735391865079364,0.023735391865079364,0.01489159420289855,0.03602202898550725,0.029171631493506493,0.029171631493506493,0.020209214285714282,0.04473421428571429,0.03461833333333333,0.11785141604010026,0.023376041666666663,0.023376041666666663,0.13696149999999999,0.13696149999999999,0.04567935515873015,0.02064006944444444,0.1761115833333333,0.24235158333333331,0.02545248724489796,0.02545248724489796
2024-01-01 02:00:00,0.023486915231247376,0.023486915231247376,0.05451462091450217,0.04290549753787879,0.05493650198412697,0.04766027749433106,0.03150192870082816,0.035855189570393374,0.05831533574103798,0.10089325708935261,0.0316672061965812,0.05594028311965811,0.05475187903911566,0.061759021896258516,0.03553526138716356,0.03553526138716356,0.052827875,0.06247007280219782,0.08598518694196428,0.09906331194196427,0.03038783997252747,0.03038783997252747,0.019241967261904764,0.02525139583333333,0.030229441071428567,0.030229441071428567,0.019160999149659862,0.05805779215257533,0.03756221756559767,0.03756221756559767,0.01057765324214792,0.01057765324214792,0.026753282602813847,0.026753282602813847,0.03083567967884828,0.03083567967884828,0.016050834785133566,0.023641566492450642,0.023756850961538463,0.023756850961538463,0.02369611486486486,0.02369611486486486,0.016881940154440153,0.06107112934362935,0.011354955782312924,0.011354955782312924,0.07016752604166666,0.07016752604166666,0.05641981026785715,0.05641981026785715,0.01764683908045977,0.01764683908045977,0.023211148313492063,0.023211148313492063,0.014930833333333332,0.08536561594202899,0.029169061147186145,0.029169061147186145,0.022959803571428572,0.10470980357142859,0.03438833333333333,0.10097479949874687,0.023717708333333334,0.023717708333333334,0.14586774999999996,0.14586774999999996,0.14583649801587303,0.04567935515873015,0.20554473333333328,0.20975223333333332,0.024914477040816323,0.024914477040816323
2024-01-01 02:15:00,0.03409182192899283,0.03614270688474503,0.05488755700757574,0.04942444012445886,0.04532727069160998,0.06760400538548753,0.05275786684782609,0.05275786684782609,0.048962283306581054,0.0737274518459069,0.02802165731837607,0.04827907490079365,0.0430131662414966,0.08015500297619048,0.03637953373015873,0.03637953373015873,0.054926689102564104,0.06218075503663004,0.07896238095238095,0.08355629836309524,0.02435986378205128,0.02435986378205128,0.01913718452380953,0.01913718452380953,0.06687713452380953,0.06687713452380953,0.01802536139455782,0.04233585702137998,0.06199849216472303,0.06199849216472303,0.010405844731509625,0.010405844731509625,0.02657932156385281,0.02657932156385281,0.04912475775193798,0.04912475775193798,0.016147986353077817,0.016147986353077817,0.023738125,0.023738125,0.022470101351351354,0.022470101351351354,0.01850821911196911,0.053859570463320454,0.011474836734693877,0.011474836734693877,0.12191561011904761,0.12191561011904761,0.0374092029389881,0.0374092029389881,0.017532915127257794,0.017532915127257794,0.022860788690476194,0.022860788690476194,0.01954797101449275,0.0758957971014493,0.028977570346320338,0.028977570346320338,0.022962517857142855,0.08836251785714286,0.03415833333333333,0.07577487468671679,0.02076145833333333,0.02076145833333333,0.1489251666666667,0.23092516666666668,0.20568338789682541,0.12054981646825397,0.3003107833333333,0.15154078333333332,0.024376466836734695,0.024376466836734695
