label,Ort,Gemeindeschluessel,Gemeinde,Bundesland,Landkreis
"Laatzen (Region Hannover, Niedersachsen) [03241009]",Laatzen,03241009,Laatzen,Niedersachsen,Region Hannover
Laave,Laave,03355049,Amt Neuhaus,Niedersachsen,Lüneburg
Labenz,Labenz,01053079,Labenz,Schleswig-Holstein,Herzogtum Lauenburg
Laberweinting,Laberweinting,09278144,Laberweinting,Bayern,Straubing-Bogen
"Laboe (Plön, Schleswig-Holstein) [01057025]",Laboe,01057025,Heikendorf,Schleswig-Holstein,Plön
"Laboe (Plön, Schleswig-Holstein) [01057043]",Laboe,01057043,Laboe,Schleswig-Holstein,Plön
"Lachen (Unterallgäu, Bayern) [09778118]",Lachen,09778118,Benningen,Bayern,Unterallgäu
"Lachen (Unterallgäu, Bayern) [09778162]",Lachen,09778162,Lachen,Bayern,Unterallgäu
Lachendorf,Lachendorf,03351016,Lachendorf,Niedersachsen,Celle
Lachstedt,Lachstedt,16071083,Schmiedehausen,Thüringen,Weimarer Land
Ladbergen,Ladbergen,05566032,Ladbergen,Nordrhein-Westfalen,Steinfurt
Ladeburg,Ladeburg,15086055,Gommern,Sachsen-Anhalt,Jerichower Land
Ladelund,Ladelund,01054073,Ladelund,Schleswig-Holstein,Nordfriesland
"Ladenburg (Rhein-Neckar-Kreis, Baden-Württemberg) [08226028]",Ladenburg,08226028,Heddesheim,Baden-Württemberg,Rhein-Neckar-Kreis
"Ladenburg (Rhein-Neckar-Kreis, Baden-Württemberg) [08226038]",Ladenburg,08226038,Ladenburg,Baden-Württemberg,Rhein-Neckar-Kreis
Laer,Laer,05566036,Laer,Nordrhein-Westfalen,Steinfurt
"Lage (Grafschaft Bentheim, Niedersachsen)",Lage,03456013,Lage,Niedersachsen,Grafschaft Bentheim
"Lage (Lippe, Nordrhein-Westfalen) [05766020]",Lage,05766020,Detmold,Nordrhein-Westfalen,Lippe
"Lage (Lippe, Nordrhein-Westfalen) [05766040]",Lage,05766040,Lage,Nordrhein-Westfalen,Lippe
Lahn,Lahn,03454027,Lahn,Niedersachsen,Emsland
Lahnau,Lahnau,06532015,Lahnau,Hessen,Lahn-Dill-Kreis
"Lahnstein (Rhein-Lahn-Kreis, Rheinland-Pfalz) [07141044]",Lahnstein,07141044,Frücht,Rheinland-Pfalz,Rhein-Lahn-Kreis
"Lahnstein (Rhein-Lahn-Kreis, Rheinland-Pfalz) [07141075]",Lahnstein,07141075,Lahnstein,Rheinland-Pfalz,Rhein-Lahn-Kreis
Lahntal,Lahntal,06534012,Lahntal,Hessen,Marburg-Biedenkopf
"Lahr (Eifelkreis Bitburg-Prüm, Rheinland-Pfalz)",Lahr,07232072,Lahr,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
"Lahr (Ortenaukreis, Baden-Württemberg) [08317031]",Lahr,08317031,Friesenheim,Baden-Württemberg,Ortenaukreis
"Lahr (Ortenaukreis, Baden-Württemberg) [08317065]",Lahr,08317065,Lahr/Schwarzwald,Baden-Württemberg,Ortenaukreis
"Lahr (Rhein-Hunsrück-Kreis, Rheinland-Pfalz)",Lahr,07140502,Lahr,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
"Laichingen (Alb-Donau-Kreis, Baden-Württemberg) [08425020]",Laichingen,08425020,Blaubeuren,Baden-Württemberg,Alb-Donau-Kreis
"Laichingen (Alb-Donau-Kreis, Baden-Württemberg) [08425071]",Laichingen,08425071,Laichingen,Baden-Württemberg,Alb-Donau-Kreis
Lalendorf,Lalendorf,13072063,Lalendorf,Mecklenburg-Vorpommern,Rostock
"Lalling (Deggendorf, Bayern) [09271126]",Lalling,09271126,Hunding,Bayern,Deggendorf
"Lalling (Deggendorf, Bayern) [09271130]",Lalling,09271130,Lalling,Bayern,Deggendorf
Lam,Lam,09372138,Lam,Bayern,Cham
Lambertsberg,Lambertsberg,07232254,Lambertsberg,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
Lambrecht,Lambrecht,07332032,Lambrecht (Pfalz),Rheinland-Pfalz,Bad Dürkheim
Lambrechtshagen,Lambrechtshagen,13072064,Lambrechtshagen,Mecklenburg-Vorpommern,Rostock
Lambsborn,Lambsborn,07335201,Lambsborn,Rheinland-Pfalz,Kaiserslautern
Lambsheim,Lambsheim,07338016,Lambsheim,Rheinland-Pfalz,Rhein-Pfalz-Kreis
Lamerdingen,Lamerdingen,09777145,Lamerdingen,Bayern,Ostallgäu
Lammershagen,Lammershagen,01057044,Lammershagen,Schleswig-Holstein,Plön
Lampaden,Lampaden,07235072,Lampaden,Rheinland-Pfalz,Trier-Saarburg
"Lampertheim (Bergstraße, Hessen) [06431011]",Lampertheim,06431011,Heppenheim (Bergstraße),Hessen,Bergstraße
"Lampertheim (Bergstraße, Hessen) [06431013]",Lampertheim,06431013,Lampertheim,Hessen,Bergstraße
Lampertswalde,Lampertswalde,14627110,Lampertswalde,Sachsen,Meißen
Lamspringe,Lamspringe,03254044,Lamspringe,Niedersachsen,Hildesheim
"Lamstedt (Cuxhaven, Niedersachsen) [03352024]",Lamstedt,03352024,Hollnseth,Niedersachsen,Cuxhaven
"Lamstedt (Cuxhaven, Niedersachsen) [03352029]",Lamstedt,03352029,Lamstedt,Niedersachsen,Cuxhaven
Lancken,Lancken,13076120,Rom,Mecklenburg-Vorpommern,Ludwigslust-Parchim
Lancken-Granitz,Lancken-Granitz,13073048,Lancken-Granitz,Mecklenburg-Vorpommern,Vorpommern-Rügen
"Landau (Dingolfing-Landau, Bayern) [09279113]",Landau,09279113,Eichendorf,Bayern,Dingolfing-Landau
"Landau (Dingolfing-Landau, Bayern) [09279122]",Landau,09279122,Landau a.d. Isar,Bayern,Dingolfing-Landau
"Landau (Landau in der Pfalz, Rheinland-Pfalz)",Landau,07313000,Landau in der Pfalz,Rheinland-Pfalz,Landau in der Pfalz
"Landeck (Emmendingen, Baden-Württemberg) [08316011]",Landeck,08316011,Emmendingen,Baden-Württemberg,Emmendingen
"Landeck (Emmendingen, Baden-Württemberg) [08316043]",Landeck,08316043,Teningen,Baden-Württemberg,Emmendingen
Landensberg,Landensberg,09774151,Landensberg,Bayern,Günzburg
"Landesbergen (Nienburg (Weser), Niedersachsen) [03256006]",Landesbergen,03256006,Estorf,Niedersachsen,Nienburg (Weser)
"Landesbergen (Nienburg (Weser), Niedersachsen) [03256017]",Landesbergen,03256017,Landesbergen,Niedersachsen,Nienburg (Weser)
Landkern,Landkern,07135051,Landkern,Rheinland-Pfalz,Cochem-Zell
Landolfshausen,Landolfshausen,03159023,Landolfshausen,Niedersachsen,Göttingen
Landrecht,Landrecht,01061062,Landrecht,Schleswig-Holstein,Steinburg
"Landsberg (Landsberg am Lech, Bayern) [09181127]",Landsberg,09181127,Igling,Bayern,Landsberg am Lech
"Landsberg (Landsberg am Lech, Bayern) [09181130]",Landsberg,09181130,Landsberg am Lech,Bayern,Landsberg am Lech
"Landsberg (Saalekreis, Sachsen-Anhalt) [15088150]",Landsberg,15088150,Kabelsketal,Sachsen-Anhalt,Saalekreis
"Landsberg (Saalekreis, Sachsen-Anhalt) [15088195]",Landsberg,15088195,Landsberg,Sachsen-Anhalt,Saalekreis
Landsberied,Landsberied,09179132,Landsberied,Bayern,Fürstenfeldbruck
Landscheid,Landscheid,07231503,Landscheid,Rheinland-Pfalz,Bernkastel-Wittlich
Landscheide,Landscheide,01061063,Landscheide,Schleswig-Holstein,Steinburg
Landshut,Landshut,09261000,Landshut,Bayern,Landshut
Landstuhl,Landstuhl,07335022,Landstuhl,Rheinland-Pfalz,Kaiserslautern
Langballig,Langballig,01059137,Langballig,Schleswig-Holstein,Schleswig-Flensburg
Langdorf,Langdorf,09276129,Langdorf,Bayern,Regen
Langebrück,Langebrück,14612000,Dresden,Sachsen,Dresden
"Langeln (Harz, Sachsen-Anhalt)",Langeln,15085227,Nordharz,Sachsen-Anhalt,Harz
"Langeln (Pinneberg, Schleswig-Holstein)",Langeln,01056034,Langeln,Schleswig-Holstein,Pinneberg
"Langelsheim (Goslar, Niedersachsen) [03153007]",Langelsheim,03153007,Langelsheim,Niedersachsen,Goslar
"Langelsheim (Goslar, Niedersachsen) [03153019]",Langelsheim,03153019,Langelsheim,Niedersachsen,Goslar
"Langen (Emsland, Niedersachsen)",Langen,03454028,Langen,Niedersachsen,Emsland
"Langen (Offenbach, Hessen)",Langen,06438006,Langen (Hessen),Hessen,Offenbach
"Langen (Ostprignitz-Ruppin, Brandenburg)",Langen,12068117,Fehrbellin,Brandenburg,Ostprignitz-Ruppin
Langen Brütz,Langen Brütz,13076080,Langen Brütz,Mecklenburg-Vorpommern,Ludwigslust-Parchim
Langen Trechow,Langen Trechow,13072013,Bernitt,Mecklenburg-Vorpommern,Rostock
Langenaltheim,Langenaltheim,09577148,Langenaltheim,Bayern,Weißenburg-Gunzenhausen
Langenargen,Langenargen,08435030,Langenargen,Baden-Württemberg,Bodenseekreis
Langenau,Langenau,08425072,Langenau,Baden-Württemberg,Alb-Donau-Kreis
"Langenbach (Altenkirchen (Westerwald), Rheinland-Pfalz)",Langenbach,07132014,Bruchertseifen,Rheinland-Pfalz,Altenkirchen (Westerwald)
"Langenbach (Freising, Bayern)",Langenbach,09178138,Langenbach,Bayern,Freising
"Langenbach (Kusel, Rheinland-Pfalz)",Langenbach,07336056,Langenbach,Rheinland-Pfalz,Kusel
"Langenbach (Vogtlandkreis, Sachsen)",Langenbach,14523310,Pausa-Mühltroff,Sachsen,Vogtlandkreis
"Langenbach (Westerwaldkreis, Rheinland-Pfalz)",Langenbach,07143253,Langenbach bei Kirburg,Rheinland-Pfalz,Westerwaldkreis
Langenberg,Langenberg,05754024,Langenberg,Nordrhein-Westfalen,Gütersloh
Langenbernsdorf,Langenbernsdorf,14524140,Langenbernsdorf,Sachsen,Zwickau
"Langenbrettach (Heilbronn, Baden-Württemberg) [08125069]",Langenbrettach,08125069,Neuenstadt am Kocher,Baden-Württemberg,Heilbronn
"Langenbrettach (Heilbronn, Baden-Württemberg) [08125113]",Langenbrettach,08125113,Langenbrettach,Baden-Württemberg,Heilbronn
"Langenburg (Schwäbisch Hall, Baden-Württemberg) [08127008]",Langenburg,08127008,Blaufelden,Baden-Württemberg,Schwäbisch Hall
"Langenburg (Schwäbisch Hall, Baden-Württemberg) [08127032]",Langenburg,08127032,Gerabronn,Baden-Württemberg,Schwäbisch Hall
"Langenburg (Schwäbisch Hall, Baden-Württemberg) [08127047]",Langenburg,08127047,Langenburg,Baden-Württemberg,Schwäbisch Hall
Langendorf,Langendorf,03354014,Langendorf,Niedersachsen,Lüchow-Dannenberg
Langeneichstädt,Langeneichstädt,15088235,Mücheln (Geiseltal),Sachsen-Anhalt,Saalekreis
Langenenslingen,Langenenslingen,08426067,Langenenslingen,Baden-Württemberg,Biberach
Langeneß,Langeneß,01054074,Langeneß,Schleswig-Holstein,Nordfriesland
"Langenfeld (Leverkusen, Nordrhein-Westfalen)",Langenfeld,05316000,Leverkusen,Nordrhein-Westfalen,Leverkusen
"Langenfeld (Mayen-Koblenz, Rheinland-Pfalz)",Langenfeld,07137060,Langenfeld,Rheinland-Pfalz,Mayen-Koblenz
"Langenfeld (Mettmann, Nordrhein-Westfalen)",Langenfeld,05158020,Langenfeld (Rhld.),Nordrhein-Westfalen,Mettmann
"Langenfeld (Neustadt a.d. Aisch-Bad Windsheim, Bayern)",Langenfeld,09575138,Langenfeld,Bayern,Neustadt a.d. Aisch-Bad Windsheim
"Langenhagen (Ludwigslust-Parchim, Mecklenburg-Vorpommern)",Langenhagen,13076135,Techentin,Mecklenburg-Vorpommern,Ludwigslust-Parchim
"Langenhagen (Region Hannover, Niedersachsen)",Langenhagen,03241010,Langenhagen,Niedersachsen,Region Hannover
Langenhahn,Langenhahn,07143254,Langenhahn,Rheinland-Pfalz,Westerwaldkreis
"Langenhorn (Nordfriesland, Schleswig-Holstein) [01054014]",Langenhorn,01054014,Bordelum,Schleswig-Holstein,Nordfriesland
"Langenhorn (Nordfriesland, Schleswig-Holstein) [01054075]",Langenhorn,01054075,Langenhorn,Schleswig-Holstein,Nordfriesland
Langenlehsten,Langenlehsten,01053080,Langenlehsten,Schleswig-Holstein,Herzogtum Lauenburg
Langenleuba-Niederhain,Langenleuba-Niederhain,16077023,Langenleuba-Niederhain,Thüringen,Altenburger Land
"Langenlonsheim (Bad Kreuznach, Rheinland-Pfalz) [07133018]",Langenlonsheim,07133018,Bretzenheim,Rheinland-Pfalz,Bad Kreuznach
"Langenlonsheim (Bad Kreuznach, Rheinland-Pfalz) [07133054]",Langenlonsheim,07133054,Langenlonsheim,Rheinland-Pfalz,Bad Kreuznach
Langenmosen,Langenmosen,09185143,Langenmosen,Bayern,Neuburg-Schrobenhausen
Langennaundorf,Langennaundorf,12062500,Uebigau-Wahrenbrück,Brandenburg,Elbe-Elster
Langenneufnach,Langenneufnach,09772168,Langenneufnach,Bayern,Augsburg
Langenorla,Langenorla,16075054,Langenorla,Thüringen,Saale-Orla-Kreis
Langenpreising,Langenpreising,09177126,Langenpreising,Bayern,Erding
Langenrieth,Langenrieth,12062024,Bad Liebenwerda,Brandenburg,Elbe-Elster
Langenscheid,Langenscheid,07141076,Langenscheid,Rheinland-Pfalz,Rhein-Lahn-Kreis
Langenselbold,Langenselbold,06435017,Langenselbold,Hessen,Main-Kinzig-Kreis
Langensendelbach,Langensendelbach,09474146,Langensendelbach,Bayern,Forchheim
Langenstein,Langenstein,15085135,Halberstadt,Sachsen-Anhalt,Harz
Langenthal,Langenthal,07133055,Langenthal,Rheinland-Pfalz,Bad Kreuznach
Langenweißbach,Langenweißbach,14524150,Langenweißbach,Sachsen,Zwickau
Langenwetzendorf,Langenwetzendorf,16076039,Langenwetzendorf,Thüringen,Greiz
Langenwolschendorf,Langenwolschendorf,16076041,Langenwolschendorf,Thüringen,Greiz
Langenzenn,Langenzenn,09573120,Langenzenn,Bayern,Fürth
Langeoog,Langeoog,03462007,Langeoog,Niedersachsen,Wittmund
Langerringen,Langerringen,09772170,Langerringen,Bayern,Augsburg
"Langerwehe (Düren, Nordrhein-Westfalen) [05358008]",Langerwehe,05358008,Düren,Nordrhein-Westfalen,Düren
"Langerwehe (Düren, Nordrhein-Westfalen) [05358032]",Langerwehe,05358032,Langerwehe,Nordrhein-Westfalen,Düren
Langewahl,Langewahl,12067288,Langewahl,Brandenburg,Oder-Spree
Langewiesen,Langewiesen,16070032,Langewiesen,Thüringen,Ilm-Kreis
Langfurth,Langfurth,09571170,Langfurth,Bayern,Ansbach
Langgöns,Langgöns,06531009,Langgöns,Hessen,Gießen
Langlingen,Langlingen,03351017,Langlingen,Niedersachsen,Celle
Langquaid,Langquaid,09273141,Langquaid,Bayern,Kelheim
Langscheid,Langscheid,07137061,Langscheid,Rheinland-Pfalz,Mayen-Koblenz
Langstedt,Langstedt,01059138,Langstedt,Schleswig-Holstein,Schleswig-Flensburg
Langsur,Langsur,07235073,Langsur,Rheinland-Pfalz,Trier-Saarburg
Langula,Langula,16064075,Vogtei,Thüringen,Unstrut-Hainich-Kreis
"Langwedel (Rendsburg-Eckernförde, Schleswig-Holstein)",Langwedel,01058094,Langwedel,Schleswig-Holstein,Rendsburg-Eckernförde
"Langwedel (Verden, Niedersachsen)",Langwedel,03361006,Langwedel,Niedersachsen,Verden
Langweid,Langweid,09772171,Langweid a. Lech,Bayern,Augsburg
"Langweiler (Birkenfeld, Rheinland-Pfalz)",Langweiler,07134502,Langweiler,Rheinland-Pfalz,Birkenfeld
"Langweiler (Kusel, Rheinland-Pfalz)",Langweiler,07336057,Langweiler,Rheinland-Pfalz,Kusel
Langwieden,Langwieden,07335202,Langwieden,Rheinland-Pfalz,Kaiserslautern
Lanitz-Hassel-Tal,Lanitz-Hassel-Tal,15084282,Lanitz-Hassel-Tal,Sachsen-Anhalt,Burgenlandkreis
Lankau,Lankau,01053081,Lankau,Schleswig-Holstein,Herzogtum Lauenburg
Lanz,Lanz,12070236,Lanz,Brandenburg,Prignitz
Lanze,Lanze,01053082,Lanze,Schleswig-Holstein,Herzogtum Lauenburg
Lappersdorf,Lappersdorf,09375165,Lappersdorf,Bayern,Regensburg
Lasbek,Lasbek,01062089,Lasbek,Schleswig-Holstein,Stormarn
Lascheid,Lascheid,07232255,Lascheid,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
Lasel,Lasel,07232256,Lasel,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
Lassan,Lassan,13075074,Lassan,Mecklenburg-Vorpommern,Vorpommern-Greifswald
Lastrup,Lastrup,03453009,Lastrup,Niedersachsen,Cloppenburg
"Latendorf (Segeberg, Schleswig-Holstein) [01060028]",Latendorf,01060028,Groß Kummerfeld,Schleswig-Holstein,Segeberg
"Latendorf (Segeberg, Schleswig-Holstein) [01060052]",Latendorf,01060052,Latendorf,Schleswig-Holstein,Segeberg
"Lathen (Emsland, Niedersachsen) [03454013]",Lathen,03454013,Fresenburg,Niedersachsen,Emsland
"Lathen (Emsland, Niedersachsen) [03454029]",Lathen,03454029,Lathen,Niedersachsen,Emsland
"Laubach (Cochem-Zell, Rheinland-Pfalz)",Laubach,07135052,Laubach,Rheinland-Pfalz,Cochem-Zell
"Laubach (Gießen, Hessen)",Laubach,06531010,Laubach,Hessen,Gießen
"Laubach (Rhein-Hunsrück-Kreis, Rheinland-Pfalz) [07140070]",Laubach,07140070,Klosterkumbd,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
"Laubach (Rhein-Hunsrück-Kreis, Rheinland-Pfalz) [07140079]",Laubach,07140079,Laubach,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
"Lauben (Oberallgäu, Bayern)",Lauben,09780125,Lauben,Bayern,Oberallgäu
"Lauben (Unterallgäu, Bayern)",Lauben,09778163,Lauben,Bayern,Unterallgäu
Laubenheim,Laubenheim,07133056,Laubenheim,Rheinland-Pfalz,Bad Kreuznach
Laubusch,Laubusch,14625310,Lauta,Sachsen,Bautzen
"Laucha (Burgenlandkreis, Sachsen-Anhalt)",Laucha,15084285,Laucha an der Unstrut,Sachsen-Anhalt,Burgenlandkreis
"Laucha (Gotha, Thüringen)",Laucha,16067088,Hörsel,Thüringen,Gotha
"Lauchhammer (Oberspreewald-Lausitz, Brandenburg) [12066064]",Lauchhammer,12066064,Frauendorf,Brandenburg,Oberspreewald-Lausitz
"Lauchhammer (Oberspreewald-Lausitz, Brandenburg) [12066176]",Lauchhammer,12066176,Lauchhammer,Brandenburg,Oberspreewald-Lausitz
Lauchheim,Lauchheim,08136038,Lauchheim,Baden-Württemberg,Ostalbkreis
Lauchringen,Lauchringen,08337065,Lauchringen,Baden-Württemberg,Waldshut
Lauda-Königshofen,Lauda-Königshofen,08128139,Lauda-Königshofen,Baden-Württemberg,Main-Tauber-Kreis
"Laudenbach (Miltenberg, Bayern)",Laudenbach,09676135,Laudenbach,Bayern,Miltenberg
"Laudenbach (Rhein-Neckar-Kreis, Baden-Württemberg)",Laudenbach,08226040,Laudenbach,Baden-Württemberg,Rhein-Neckar-Kreis
Laudert,Laudert,07140080,Laudert,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Lauen,Lauen,13074076,Selmsdorf,Mecklenburg-Vorpommern,Nordwestmecklenburg
"Lauenau (Schaumburg, Niedersachsen) [03257002]",Lauenau,03257002,Apelern,Niedersachsen,Schaumburg
"Lauenau (Schaumburg, Niedersachsen) [03257018]",Lauenau,03257018,Lauenau,Niedersachsen,Schaumburg
Lauenbrück,Lauenbrück,03357033,Lauenbrück,Niedersachsen,Rotenburg (Wümme)
Lauenburg,Lauenburg,01053083,Lauenburg/Elbe,Schleswig-Holstein,Herzogtum Lauenburg
Lauenförde,Lauenförde,03255026,Lauenförde,Niedersachsen,Holzminden
Lauenhagen,Lauenhagen,03257019,Lauenhagen,Niedersachsen,Schaumburg
Lauenstein,Lauenstein,14628010,Altenberg,Sachsen,Sächsische Schweiz-Osterzgebirge
"Lauf (Nürnberger Land, Bayern)",Lauf,09574138,Lauf a.d. Pegnitz,Bayern,Nürnberger Land
"Lauf (Ortenaukreis, Baden-Württemberg)",Lauf,08317068,Lauf,Baden-Württemberg,Ortenaukreis
"Lauf (Rastatt, Baden-Württemberg)",Lauf,08216007,Bühl,Baden-Württemberg,Rastatt
"Laufach (Aschaffenburg, Bayern) [09671112]",Laufach,09671112,Bessenbach,Bayern,Aschaffenburg
"Laufach (Aschaffenburg, Bayern) [09671139]",Laufach,09671139,Laufach,Bayern,Aschaffenburg
Laufeld,Laufeld,07231074,Laufeld,Rheinland-Pfalz,Bernkastel-Wittlich
Laufen,Laufen,09172122,Laufen,Bayern,Berchtesgadener Land
Laufenburg,Laufenburg,08337066,Laufenburg (Baden),Baden-Württemberg,Waldshut
Laufersweiler,Laufersweiler,07140081,Laufersweiler,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Lauffen,Lauffen,08125056,Lauffen am Neckar,Baden-Württemberg,Heilbronn
Laugna,Laugna,09773143,Laugna,Bayern,Dillingen a.d. Donau
"Lauingen (Dillingen a.d. Donau, Bayern) [09773136]",Lauingen,09773136,Gundelfingen a.d. Donau,Bayern,Dillingen a.d. Donau
"Lauingen (Dillingen a.d. Donau, Bayern) [09773144]",Lauingen,09773144,Lauingen (Donau),Bayern,Dillingen a.d. Donau
Laumersheim,Laumersheim,07332033,Laumersheim,Rheinland-Pfalz,Bad Dürkheim
Lauperath,Lauperath,07232258,Lauperath,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
"Laupheim (Biberach, Baden-Württemberg) [08426001]",Laupheim,08426001,Achstetten,Baden-Württemberg,Biberach
"Laupheim (Biberach, Baden-Württemberg) [08426070]",Laupheim,08426070,Laupheim,Baden-Württemberg,Biberach
Laurenburg,Laurenburg,07141077,Laurenburg,Rheinland-Pfalz,Rhein-Lahn-Kreis
Lauscha,Lauscha,16072011,Lauscha,Thüringen,Sonneberg
Lauschgrün,Lauschgrün,14523190,Limbach,Sachsen,Vogtlandkreis
Lauschied,Lauschied,07133057,Lauschied,Rheinland-Pfalz,Bad Kreuznach
Lausitz,Lausitz,12062024,Bad Liebenwerda,Brandenburg,Elbe-Elster
Lausnitz,Lausnitz,16075056,Lausnitz b. Neustadt an der Orla,Thüringen,Saale-Orla-Kreis
Lauta,Lauta,14625310,Lauta,Sachsen,Bautzen
"Lautenbach (Ortenaukreis, Baden-Württemberg) [08317067]",Lautenbach,08317067,Lautenbach,Baden-Württemberg,Ortenaukreis
"Lautenbach (Ortenaukreis, Baden-Württemberg) [08317098]",Lautenbach,08317098,Oppenau,Baden-Württemberg,Ortenaukreis
Lauter,Lauter,09471152,Lauter,Bayern,Bamberg
Lauter-Bernsbach,Lauter-Bernsbach,14521355,Lauter-Bernsbach,Sachsen,Erzgebirgskreis
Lauterach,Lauterach,08425073,Lauterach,Baden-Württemberg,Alb-Donau-Kreis
"Lauterbach (Rottweil, Baden-Württemberg)",Lauterbach,08325036,Lauterbach,Baden-Württemberg,Rottweil
"Lauterbach (Vogelsbergkreis, Hessen)",Lauterbach,06535011,Lauterbach (Hessen),Hessen,Vogelsbergkreis
"Lauterbach (Wartburgkreis, Thüringen)",Lauterbach,16063049,Lauterbach,Thüringen,Wartburgkreis
Lauterecken,Lauterecken,07336058,Lauterecken,Rheinland-Pfalz,Kusel
Lauterhofen,Lauterhofen,09373140,Lauterhofen,Bayern,Neumarkt i.d. OPf.
Lautersheim,Lautersheim,07333041,Lautersheim,Rheinland-Pfalz,Donnersbergkreis
Lauterstein,Lauterstein,08117061,Lauterstein,Baden-Württemberg,Göppingen
Lautert,Lautert,07141078,Lautert,Rheinland-Pfalz,Rhein-Lahn-Kreis
"Lautertal (Bergstraße, Hessen) [06431014]",Lautertal,06431014,Lautertal (Odenwald),Hessen,Bergstraße
"Lautertal (Bergstraße, Hessen) [06431015]",Lautertal,06431015,Lindenfels,Hessen,Bergstraße
"Lautertal (Coburg, Bayern)",Lautertal,09473141,Lautertal,Bayern,Coburg
"Lautertal (Vogelsbergkreis, Hessen)",Lautertal,06535012,Lautertal (Vogelsberg),Hessen,Vogelsbergkreis
Lautrach,Lautrach,09778164,Lautrach,Bayern,Unterallgäu
Lautzenbrücken,Lautzenbrücken,07143255,Lautzenbrücken,Rheinland-Pfalz,Westerwaldkreis
Lautzenhausen,Lautzenhausen,07140082,Lautzenhausen,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Laußig,Laußig,14730160,Laußig,Sachsen,Nordsachsen
Laußnitz,Laußnitz,14625300,Laußnitz,Sachsen,Bautzen
Lawalde,Lawalde,14626270,Lawalde,Sachsen,Görlitz
"Lawalde-Kleindehsa (Görlitz, Sachsen) [14626270]",Lawalde-Kleindehsa,14626270,Lawalde,Sachsen,Görlitz
"Lawalde-Kleindehsa (Görlitz, Sachsen) [14626290]",Lawalde-Kleindehsa,14626290,Löbau,Sachsen,Görlitz
Lawalde-Lauba,Lawalde-Lauba,14626270,Lawalde,Sachsen,Görlitz
Lawitz,Lawitz,12067292,Lawitz,Brandenburg,Oder-Spree
Lebach,Lebach,10044112,Lebach,Saarland,Saarlouis
Lebrade,Lebrade,01057045,Lebrade,Schleswig-Holstein,Plön
Lebus,Lebus,12064268,Lebus,Brandenburg,Märkisch-Oderland
Lebusa,Lebusa,12062289,Lebusa,Brandenburg,Elbe-Elster
Lechbruck,Lechbruck,09777147,Lechbruck am See,Bayern,Ostallgäu
Leck,Leck,01054076,Leck,Schleswig-Holstein,Nordfriesland
Lederhose,Lederhose,16076042,Lederhose,Thüringen,Greiz
Leegebruch,Leegebruch,12065180,Leegebruch,Brandenburg,Oberhavel
"Leer (Leer, Niedersachsen) [03457006]",Leer,03457006,Detern,Niedersachsen,Leer
"Leer (Leer, Niedersachsen) [03457013]",Leer,03457013,Leer (Ostfriesland),Niedersachsen,Leer
Leese,Leese,03256018,Leese,Niedersachsen,Nienburg (Weser)
Leezdorf,Leezdorf,03452015,Leezdorf,Niedersachsen,Aurich
"Leezen (Ludwigslust-Parchim, Mecklenburg-Vorpommern)",Leezen,13076082,Leezen,Mecklenburg-Vorpommern,Ludwigslust-Parchim
"Leezen (Segeberg, Schleswig-Holstein)",Leezen,01060053,Leezen,Schleswig-Holstein,Segeberg
Legau,Legau,09778165,Legau,Bayern,Unterallgäu
Legde/Quitzöbel,Legde/Quitzöbel,12070241,Legde/Quitzöbel,Brandenburg,Prignitz
Legden,Legden,05554036,Legden,Nordrhein-Westfalen,Borken
"Lehe (Dithmarschen, Schleswig-Holstein)",Lehe,01051065,Lehe,Schleswig-Holstein,Dithmarschen
"Lehe (Emsland, Niedersachsen)",Lehe,03454030,Lehe,Niedersachsen,Emsland
"Lehesten (Saale-Holzland-Kreis, Thüringen)",Lehesten,16074051,Lehesten,Thüringen,Saale-Holzland-Kreis
"Lehesten (Saalfeld-Rudolstadt, Thüringen)",Lehesten,16073046,Lehesten,Thüringen,Saalfeld-Rudolstadt
Lehmen,Lehmen,07137504,Lehmen,Rheinland-Pfalz,Mayen-Koblenz
Lehmkuhlen,Lehmkuhlen,01057046,Lehmkuhlen,Schleswig-Holstein,Plön
Lehmrade,Lehmrade,01053084,Lehmrade,Schleswig-Holstein,Herzogtum Lauenburg
Lehnstedt,Lehnstedt,16071049,Lehnstedt,Thüringen,Weimarer Land
Lehrberg,Lehrberg,09571171,Lehrberg,Bayern,Ansbach
Lehre,Lehre,03154014,Lehre,Niedersachsen,Helmstedt
"Lehrensteinsfeld (Heilbronn, Baden-Württemberg) [08125024]",Lehrensteinsfeld,08125024,Ellhofen,Baden-Württemberg,Heilbronn
"Lehrensteinsfeld (Heilbronn, Baden-Württemberg) [08125057]",Lehrensteinsfeld,08125057,Lehrensteinsfeld,Baden-Württemberg,Heilbronn
Lehrte,Lehrte,03241011,Lehrte,Niedersachsen,Region Hannover
