label,Ort,Gemeindeschluessel,Gemeinde,Bundesland,Landkreis
"Hermsdorf (Börde, Sachsen-Anhalt)",Hermsdorf,15083298,Hohe Börde,Sachsen-Anhalt,Börde
"Hermsdorf (Saale-Holzland-Kreis, Thüringen)",Hermsdorf,16074041,Hermsdorf,Thüringen,Saale-Holzland-Kreis
"Hermsdorf (Sächsische Schweiz-Osterzgebirge, Sachsen)",Hermsdorf,14628170,Hermsdorf/Erzgeb.,Sachsen,Sächsische Schweiz-Osterzgebirge
Herrischried,Herrischried,08337049,Herrischried,Baden-Württemberg,Waldshut
Herrnhut,Herrnhut,14626180,Herrnhut,Sachsen,Görlitz
"Herschbach (Westerwaldkreis, Rheinland-Pfalz) [07143029]",Herschbach,07143029,Herschbach,Rheinland-Pfalz,Westerwaldkreis
"Herschbach (Westerwaldkreis, Rheinland-Pfalz) [07143066]",Herschbach,07143066,Schenkelberg,Rheinland-Pfalz,Westerwaldkreis
Herschberg,Herschberg,07340017,Herschberg,Rheinland-Pfalz,Südwestpfalz
Herscheid,Herscheid,05962020,Herscheid,Nordrhein-Westfalen,Märkischer Kreis
Herten,Herten,05562020,Herten,Nordrhein-Westfalen,Recklinghausen
Herxheim,Herxheim,07337038,Herxheim bei Landau/Pfalz,Rheinland-Pfalz,Südliche Weinstraße
Herxheimweyher,Herxheimweyher,07337039,Herxheimweyher,Rheinland-Pfalz,Südliche Weinstraße
"Herzberg (Elbe-Elster, Brandenburg)",Herzberg,12062224,Herzberg (Elster),Brandenburg,Elbe-Elster
"Herzberg (Göttingen, Niedersachsen)",Herzberg,03159019,Herzberg am Harz,Niedersachsen,Göttingen
"Herzberg (Ostprignitz-Ruppin, Brandenburg)",Herzberg,12068188,Herzberg (Mark),Brandenburg,Ostprignitz-Ruppin
Herzebrock-Clarholz,Herzebrock-Clarholz,05754020,Herzebrock-Clarholz,Nordrhein-Westfalen,Gütersloh
Herzfelde,Herzfelde,12064428,Rüdersdorf bei Berlin,Brandenburg,Märkisch-Oderland
Herzlake,Herzlake,03454009,Dohren,Niedersachsen,Emsland
Herzogenaurach,Herzogenaurach,09572132,Herzogenaurach,Bayern,Erlangen-Höchstadt
Herzogenrath,Herzogenrath,05334016,Herzogenrath,Nordrhein-Westfalen,Städteregion Aachen
Hesel,Hesel,03457010,Hesel,Niedersachsen,Leer
"Hessisch Lichtenau (Kassel, Hessen)",Hessisch Lichtenau,06633024,Söhrewald,Hessen,Kassel
"Hessisch Lichtenau (Werra-Meißner-Kreis, Hessen)",Hessisch Lichtenau,06636006,Hessisch Lichtenau,Hessen,Werra-Meißner-Kreis
"Hessisch Oldendorf (Hameln-Pyrmont, Niedersachsen) [03252006]",Hessisch Oldendorf,03252006,Hameln,Niedersachsen,Hameln-Pyrmont
"Hessisch Oldendorf (Hameln-Pyrmont, Niedersachsen) [03252007]",Hessisch Oldendorf,03252007,Hessisch Oldendorf,Niedersachsen,Hameln-Pyrmont
Hettenhausen,Hettenhausen,07340018,Hettenhausen,Rheinland-Pfalz,Südwestpfalz
Hettstadt,Hettstadt,09679146,Hettstadt,Bayern,Würzburg
Hettstedt,Hettstedt,15087220,Hettstedt,Sachsen-Anhalt,Mansfeld-Südharz
Heuchelheim,Heuchelheim,07338013,Heuchelheim bei Frankenthal,Rheinland-Pfalz,Rhein-Pfalz-Kreis
Heukewalde,Heukewalde,16077016,Heukewalde,Thüringen,Altenburger Land
Heusweiler,Heusweiler,10041513,Heusweiler,Saarland,Regionalverband Saarbrücken
Heyen,Heyen,03255020,Heyen,Niedersachsen,Holzminden
Hilchenbach,Hilchenbach,05970020,Hilchenbach,Nordrhein-Westfalen,Siegen-Wittgenstein
Hildburghausen,Hildburghausen,16069024,Hildburghausen,Thüringen,Hildburghausen
Hildesheim,Hildesheim,03254021,Hildesheim,Niedersachsen,Hildesheim
Hilgermissen,Hilgermissen,03256013,Hilgermissen,Niedersachsen,Nienburg (Weser)
Hilkenbrook,Hilkenbrook,03454022,Hilkenbrook,Niedersachsen,Emsland
Hille,Hille,05770012,Hille,Nordrhein-Westfalen,Minden-Lübbecke
Hillersleben,Hillersleben,15083557,Westheide,Sachsen-Anhalt,Börde
Hillgroven,Hillgroven,01051050,Hillgroven,Schleswig-Holstein,Dithmarschen
Hillmersdorf,Hillmersdorf,12062134,Fichtwald,Brandenburg,Elbe-Elster
Hilmersdorf,Hilmersdorf,14521495,Pockau-Lengefeld,Sachsen,Erzgebirgskreis
Hilpoltstein,Hilpoltstein,09576127,Hilpoltstein,Bayern,Roth
Himbergen,Himbergen,03360011,Himbergen,Niedersachsen,Uelzen
Himmelpforten,Himmelpforten,03359025,Himmelpforten,Niedersachsen,Stade
Himmighofen,Himmighofen,07141055,Himmighofen,Rheinland-Pfalz,Rhein-Lahn-Kreis
Hingstheide,Hingstheide,01061038,Hingstheide,Schleswig-Holstein,Steinburg
Hinrichshagen,Hinrichshagen,13075050,Hinrichshagen,Mecklenburg-Vorpommern,Vorpommern-Greifswald
Hinte,Hinte,03452011,Hinte,Niedersachsen,Aurich
Hinterweiler,Hinterweiler,07233030,Hinterweiler,Rheinland-Pfalz,Vulkaneifel
Hinzert-Pölert,Hinzert-Pölert,07235047,Hinzert-Pölert,Rheinland-Pfalz,Trier-Saarburg
Hirschfelde,Hirschfelde,14626610,Zittau,Sachsen,Görlitz
Hirschhorn,Hirschhorn,06431012,Hirschhorn (Neckar),Hessen,Bergstraße
Hirzenhain,Hirzenhain,06440011,Hirzenhain,Hessen,Wetteraukreis
Hochborn,Hochborn,07331011,Hochborn,Rheinland-Pfalz,Alzey-Worms
Hochheim,Hochheim,16067027,Goldbach,Thüringen,Gotha
Hochkirch,Hochkirch,14625230,Hochkirch,Sachsen,Bautzen
Hochstätten,Hochstätten,07133045,Hochstätten,Rheinland-Pfalz,Bad Kreuznach
"Hof (Hof, Bayern)",Hof,09464000,Hof,Bayern,Hof
"Hof (Westerwaldkreis, Rheinland-Pfalz)",Hof,07143243,Hof,Rheinland-Pfalz,Westerwaldkreis
Hof Grabow,Hof Grabow,13076162,Zölkow,Mecklenburg-Vorpommern,Ludwigslust-Parchim
Hofbieber,Hofbieber,06631013,Hofbieber,Hessen,Fulda
Hofgeismar,Hofgeismar,06633013,Hofgeismar,Hessen,Kassel
Hoheging,Hoheging,03453005,Emstek,Niedersachsen,Cloppenburg
Hohen Niendorf,Hohen Niendorf,13072008,Bastorf,Mecklenburg-Vorpommern,Rostock
Hohen Pritz,Hohen Pritz,13076062,Hohen Pritz,Mecklenburg-Vorpommern,Ludwigslust-Parchim
Hohenahr,Hohenahr,06532013,Hohenahr,Hessen,Lahn-Dill-Kreis
Hohenaspe,Hohenaspe,01061040,Hohenaspe,Schleswig-Holstein,Steinburg
Hohenberg-Krusemark,Hohenberg-Krusemark,15090245,Hohenberg-Krusemark,Sachsen-Anhalt,Stendal
Hohenfelde,Hohenfelde,01061041,Hohenfelde,Schleswig-Holstein,Steinburg
Hohenfels,Hohenfels,09373134,Hohenfels,Bayern,Neumarkt i.d. OPf.
Hohengörsdorf,Hohengörsdorf,12072298,Niederer Fläming,Brandenburg,Teltow-Fläming
Hohenhameln,Hohenhameln,03157002,Hohenhameln,Niedersachsen,Peine
Hohenkirchen,Hohenkirchen,13074032,Hohenkirchen,Mecklenburg-Vorpommern,Nordwestmecklenburg
Hohenlockstedt,Hohenlockstedt,01061042,Hohenlockstedt,Schleswig-Holstein,Steinburg
Hohenmölsen,Hohenmölsen,15084235,Hohenmölsen,Sachsen-Anhalt,Burgenlandkreis
Hohenpolding,Hohenpolding,09177121,Hohenpolding,Bayern,Erding
Hohenroda,Hohenroda,06632010,Hohenroda,Hessen,Hersfeld-Rotenburg
Hohenseefeld,Hohenseefeld,12072298,Niederer Fläming,Brandenburg,Teltow-Fläming
"Hohenselchow-Groß Pinnow (Uckermark, Brandenburg) [12073097]",Hohenselchow-Groß Pinnow,12073097,Casekow,Brandenburg,Uckermark
"Hohenselchow-Groß Pinnow (Uckermark, Brandenburg) [12073309]",Hohenselchow-Groß Pinnow,12073309,Hohenselchow-Groß Pinnow,Brandenburg,Uckermark
Hohenstadt,Hohenstadt,08117031,Hohenstadt,Baden-Württemberg,Göppingen
"Hohenstein (Reutlingen, Baden-Württemberg)",Hohenstein,08415090,Hohenstein,Baden-Württemberg,Reutlingen
"Hohenstein (Rheingau-Taunus-Kreis, Hessen)",Hohenstein,06439006,Hohenstein,Hessen,Rheingau-Taunus-Kreis
Hohentengen,Hohentengen,08437053,Hohentengen,Baden-Württemberg,Sigmaringen
Hohenthann,Hohenthann,09274141,Hohenthann,Bayern,Landshut
Hohenwarsleben,Hohenwarsleben,15083298,Hohe Börde,Sachsen-Anhalt,Börde
Hohenwart,Hohenwart,09186128,Hohenwart,Bayern,Pfaffenhofen a.d. Ilm
Hohenwarthe,Hohenwarthe,15086145,Möser,Sachsen-Anhalt,Jerichower Land
Hohenwestedt,Hohenwestedt,01058077,Hohenwestedt,Schleswig-Holstein,Rendsburg-Eckernförde
Hohn,Hohn,01058078,Hohn,Schleswig-Holstein,Rendsburg-Eckernförde
Hohndorf,Hohndorf,14521290,Hohndorf,Sachsen,Erzgebirgskreis
Hohne,Hohne,03351015,Hohne,Niedersachsen,Celle
"Holdorf (Vechta, Niedersachsen) [03460003]",Holdorf,03460003,Dinklage,Niedersachsen,Vechta
"Holdorf (Vechta, Niedersachsen) [03460005]",Holdorf,03460005,Holdorf,Niedersachsen,Vechta
Holle,Holle,03254022,Holle,Niedersachsen,Hildesheim
Hollenstedt,Hollenstedt,03353019,Hollenstedt,Niedersachsen,Harburg
Hollfeld,Hollfeld,09472154,Hollfeld,Bayern,Bayreuth
Hollingstedt,Hollingstedt,01051053,Hollingstedt,Schleswig-Holstein,Dithmarschen
Hollstadt,Hollstadt,09673136,Hollstadt,Bayern,Rhön-Grabfeld
Holste,Holste,03356004,Holste,Niedersachsen,Osterholz
Holstenniendorf,Holstenniendorf,01061043,Holstenniendorf,Schleswig-Holstein,Steinburg
Holsthum,Holsthum,07232053,Holsthum,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
Holt,Holt,01059124,Holt,Schleswig-Holstein,Schleswig-Flensburg
"Holtgast (Wittmund, Niedersachsen) [03462003]",Holtgast,03462003,Esens,Niedersachsen,Wittmund
"Holtgast (Wittmund, Niedersachsen) [03462006]",Holtgast,03462006,Holtgast,Niedersachsen,Wittmund
Holtsee,Holtsee,01058080,Holtsee,Schleswig-Holstein,Rendsburg-Eckernförde
Holzdorf,Holzdorf,01058082,Holzdorf,Schleswig-Holstein,Rendsburg-Eckernförde
Holzhausen,Holzhausen,07141060,Holzhausen an der Haide,Rheinland-Pfalz,Rhein-Lahn-Kreis
"Holzheim (Donau-Ries, Bayern)",Holzheim,09779163,Holzheim,Bayern,Donau-Ries
"Holzheim (Rhein-Lahn-Kreis, Rheinland-Pfalz)",Holzheim,07141061,Holzheim,Rheinland-Pfalz,Rhein-Lahn-Kreis
"Homberg (Schwalm-Eder-Kreis, Hessen)",Homberg,06634009,Homberg (Efze),Hessen,Schwalm-Eder-Kreis
"Homberg (Vogelsbergkreis, Hessen)",Homberg,06535009,Homberg (Ohm),Hessen,Vogelsbergkreis
Homburg,Homburg,10045114,Homburg,Saarland,Saarpfalz-Kreis
Hommerdingen,Hommerdingen,07232054,Hommerdingen,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
Hoort,Hoort,13076064,Hoort,Mecklenburg-Vorpommern,Ludwigslust-Parchim
Hoppstädten-Weiersbach,Hoppstädten-Weiersbach,07134042,Hoppstädten-Weiersbach,Rheinland-Pfalz,Birkenfeld
Hopsten,Hopsten,05566020,Hopsten,Nordrhein-Westfalen,Steinfurt
Horath,Horath,07231058,Horath,Rheinland-Pfalz,Bernkastel-Wittlich
Horbach,Horbach,07340025,Horbach,Rheinland-Pfalz,Südwestpfalz
Horn,Horn,07140058,Horn,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
"Horn-Bad Meinberg (Höxter, Nordrhein-Westfalen)",Horn-Bad Meinberg,05762032,Steinheim,Nordrhein-Westfalen,Höxter
"Horn-Bad Meinberg (Lippe, Nordrhein-Westfalen)",Horn-Bad Meinberg,05766032,Horn-Bad Meinberg,Nordrhein-Westfalen,Lippe
Hornberg,Hornberg,08317051,Hornberg,Baden-Württemberg,Ortenaukreis
Hornstorf,Hornstorf,13074034,Hornstorf,Mecklenburg-Vorpommern,Nordwestmecklenburg
Hornsömmern,Hornsömmern,16064027,Hornsömmern,Thüringen,Unstrut-Hainich-Kreis
Horst,Horst,01061044,Horst (Holstein),Schleswig-Holstein,Steinburg
Horstedt,Horstedt,01054052,Horstedt,Schleswig-Holstein,Nordfriesland
Horstmar,Horstmar,05566024,Horstmar,Nordrhein-Westfalen,Steinfurt
Hottenbach,Hottenbach,07134044,Hottenbach,Rheinland-Pfalz,Birkenfeld
Hoyerhagen,Hoyerhagen,03256015,Hoyerhagen,Niedersachsen,Nienburg (Weser)
Hoyerswerda,Hoyerswerda,14625120,Elsterheide,Sachsen,Bautzen
Hoßkirch,Hoßkirch,08436047,Hoßkirch,Baden-Württemberg,Ravensburg
Hude,Hude,03458010,Hude (Oldb),Niedersachsen,Oldenburg
Hugoldsdorf,Hugoldsdorf,13073039,Hugoldsdorf,Mecklenburg-Vorpommern,Vorpommern-Rügen
Huje,Huje,01061045,Huje,Schleswig-Holstein,Steinburg
Hummelfeld,Hummelfeld,01058084,Hummelfeld,Schleswig-Holstein,Rendsburg-Eckernförde
Hummeltal,Hummeltal,09472155,Hummeltal,Bayern,Bayreuth
Husum,Husum,01054056,Husum,Schleswig-Holstein,Nordfriesland
Hämelhausen,Hämelhausen,03256007,Eystrup,Niedersachsen,Nienburg (Weser)
Häusern,Häusern,08315102,Schluchsee,Baden-Württemberg,Breisgau-Hochschwarzwald
Höchstadt,Höchstadt,09572135,Höchstadt a.d. Aisch,Bayern,Erlangen-Höchstadt
Höchstenbach,Höchstenbach,07143241,Höchstenbach,Rheinland-Pfalz,Westerwaldkreis
Höchstädt,Höchstädt,09479126,Höchstädt i. Fichtelgebirge,Bayern,Wunsiedel i. Fichtelgebirge
Höfer,Höfer,03351025,Eschede,Niedersachsen,Celle
Högel,Högel,01054045,Högel,Schleswig-Holstein,Nordfriesland
Höheinöd,Höheinöd,07340022,Höheinöd,Rheinland-Pfalz,Südwestpfalz
Höhenkirchen-Siegertsbrunn,Höhenkirchen-Siegertsbrunn,09184127,Höhenkirchen-Siegertsbrunn,Bayern,München
Höhenland,Höhenland,12064222,Höhenland,Brandenburg,Märkisch-Oderland
Höhn,Höhn,07143242,Höhn,Rheinland-Pfalz,Westerwaldkreis
Höltinghausen,Höltinghausen,03453005,Emstek,Niedersachsen,Cloppenburg
Höpfingen,Höpfingen,08225039,Höpfingen,Baden-Württemberg,Neckar-Odenwald-Kreis
Hörselberg-Hainich,Hörselberg-Hainich,16063098,Hörselberg-Hainich,Thüringen,Wartburgkreis
Hörselgau,Hörselgau,16067088,Hörsel,Thüringen,Gotha
Hörstel,Hörstel,05566016,Hörstel,Nordrhein-Westfalen,Steinfurt
Hörup,Hörup,01059123,Hörup,Schleswig-Holstein,Schleswig-Flensburg
Hösbach,Hösbach,09671130,Hösbach,Bayern,Aschaffenburg
Hövede,Hövede,01051052,Hövede,Schleswig-Holstein,Dithmarschen
"Hövelhof (Gütersloh, Nordrhein-Westfalen)",Hövelhof,05754036,Schloß Holte-Stukenbrock,Nordrhein-Westfalen,Gütersloh
"Hövelhof (Paderborn, Nordrhein-Westfalen)",Hövelhof,05774024,Hövelhof,Nordrhein-Westfalen,Paderborn
"Höxter (Holzminden, Niedersachsen)",Höxter,03255023,Holzminden,Niedersachsen,Holzminden
"Höxter (Höxter, Nordrhein-Westfalen) [05762008]",Höxter,05762008,Beverungen,Nordrhein-Westfalen,Höxter
"Höxter (Höxter, Nordrhein-Westfalen) [05762020]",Höxter,05762020,Höxter,Nordrhein-Westfalen,Höxter
"Hückelhoven (Düren, Nordrhein-Westfalen)",Hückelhoven,05358036,Linnich,Nordrhein-Westfalen,Düren
"Hückelhoven (Heinsberg, Nordrhein-Westfalen)",Hückelhoven,05370020,Hückelhoven,Nordrhein-Westfalen,Heinsberg
Hückeswagen,Hückeswagen,05374016,Hückeswagen,Nordrhein-Westfalen,Oberbergischer Kreis
Hüffler,Hüffler,07336047,Hüffler,Rheinland-Pfalz,Kusel
"Hüfingen (Schwarzwald-Baar-Kreis, Baden-Württemberg) [08326005]",Hüfingen,08326005,Blumberg,Baden-Württemberg,Schwarzwald-Baar-Kreis
"Hüfingen (Schwarzwald-Baar-Kreis, Baden-Württemberg) [08326027]",Hüfingen,08326027,Hüfingen,Baden-Württemberg,Schwarzwald-Baar-Kreis
Hüllhorst,Hüllhorst,05770016,Hüllhorst,Nordrhein-Westfalen,Minden-Lübbecke
Hünfeld,Hünfeld,06631015,Hünfeld,Hessen,Fulda
Hünfelden,Hünfelden,06533008,Hünfelden,Hessen,Limburg-Weilburg
Hünxe,Hünxe,05170016,Hünxe,Nordrhein-Westfalen,Wesel
"Hürtgenwald (Düren, Nordrhein-Westfalen) [05358008]",Hürtgenwald,05358008,Düren,Nordrhein-Westfalen,Düren
"Hürtgenwald (Düren, Nordrhein-Westfalen) [05358016]",Hürtgenwald,05358016,Hürtgenwald,Nordrhein-Westfalen,Düren
"Hürth (Köln, Nordrhein-Westfalen)",Hürth,05315000,Köln,Nordrhein-Westfalen,Köln
"Hürth (Rhein-Erft-Kreis, Nordrhein-Westfalen)",Hürth,05362028,Hürth,Nordrhein-Westfalen,Rhein-Erft-Kreis
Hürup,Hürup,01059126,Hürup,Schleswig-Holstein,Schleswig-Flensburg
Hütten,Hütten,07232056,Hütten,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
Hüttingen,Hüttingen,07232059,Hüttingen bei Lahr,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
Hüven,Hüven,03454023,Hüven,Niedersachsen,Emsland
Ibbenbüren,Ibbenbüren,05566028,Ibbenbüren,Nordrhein-Westfalen,Steinfurt
Idar-Oberstein,Idar-Oberstein,07134045,Idar-Oberstein,Rheinland-Pfalz,Birkenfeld
Idesheim,Idesheim,07232061,Idesheim,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
"Ihlow (Aurich, Niedersachsen)",Ihlow,03452012,Ihlow,Niedersachsen,Aurich
"Ihlow (Teltow-Fläming, Brandenburg)",Ihlow,12072053,Dahme/Mark,Brandenburg,Teltow-Fläming
Ilberstedt,Ilberstedt,15089030,Bernburg (Saale),Sachsen-Anhalt,Salzlandkreis
Ilbesheim,Ilbesheim,07333031,Ilbesheim,Rheinland-Pfalz,Donnersbergkreis
Illerich,Illerich,07135042,Illerich,Rheinland-Pfalz,Cochem-Zell
Illingen,Illingen,10043112,Illingen,Saarland,Neunkirchen
Illmensee,Illmensee,08437056,Illmensee,Baden-Württemberg,Sigmaringen
Illschwang,Illschwang,09371131,Illschwang,Bayern,Amberg-Sulzbach
Ilmenau,Ilmenau,16070029,Ilmenau,Thüringen,Ilm-Kreis
Ilmtal-Weinstraße,Ilmtal-Weinstraße,16071101,Ilmtal-Weinstraße,Thüringen,Weimarer Land
"Ilsede (Peine, Niedersachsen) [03157006]",Ilsede,03157006,Peine,Niedersachsen,Peine
"Ilsede (Peine, Niedersachsen) [03157009]",Ilsede,03157009,Ilsede,Niedersachsen,Peine
"Ilshofen (Schwäbisch Hall, Baden-Württemberg) [08127032]",Ilshofen,08127032,Gerabronn,Baden-Württemberg,Schwäbisch Hall
"Ilshofen (Schwäbisch Hall, Baden-Württemberg) [08127043]",Ilshofen,08127043,Ilshofen,Baden-Württemberg,Schwäbisch Hall
Immendingen,Immendingen,08327025,Immendingen,Baden-Württemberg,Tuttlingen
Immenhausen,Immenhausen,06633014,Immenhausen,Hessen,Kassel
Immenreuth,Immenreuth,09377127,Immenreuth,Bayern,Tirschenreuth
Imsweiler,Imsweiler,07333034,Imsweiler,Rheinland-Pfalz,Donnersbergkreis
Ingelfingen,Ingelfingen,08126039,Ingelfingen,Baden-Württemberg,Hohenlohekreis
Ingelheim,Ingelheim,07339030,Ingelheim am Rhein,Rheinland-Pfalz,Mainz-Bingen
Ingendorf,Ingendorf,07232062,Ingendorf,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
Ingersheim,Ingersheim,08118007,Besigheim,Baden-Württemberg,Ludwigsburg
Ingersleben,Ingersleben,15083323,Ingersleben,Sachsen-Anhalt,Börde
Innernzell,Innernzell,09272128,Innernzell,Bayern,Freyung-Grafenau
Insingen,Insingen,09571169,Insingen,Bayern,Ansbach
Ippesheim,Ippesheim,09575134,Ippesheim,Bayern,Neustadt a.d. Aisch-Bad Windsheim
Irxleben,Irxleben,15083298,Hohe Börde,Sachsen-Anhalt,Börde
Isen,Isen,09177123,Isen,Bayern,Erding
Iserlohn,Iserlohn,05962024,Iserlohn,Nordrhein-Westfalen,Märkischer Kreis
Isselburg,Isselburg,05554032,Isselburg,Nordrhein-Westfalen,Borken
"Issum (Kleve, Nordrhein-Westfalen) [05154012]",Issum,05154012,Geldern,Nordrhein-Westfalen,Kleve
"Issum (Kleve, Nordrhein-Westfalen) [05154020]",Issum,05154020,Issum,Nordrhein-Westfalen,Kleve
Itzgrund,Itzgrund,09473138,Itzgrund,Bayern,Coburg
Iven,Iven,13075053,Iven,Mecklenburg-Vorpommern,Vorpommern-Greifswald
Jacobsdorf,Jacobsdorf,12067237,Jacobsdorf,Brandenburg,Oder-Spree
Jade,Jade,03461005,Jade,Niedersachsen,Wesermarsch
Jagel,Jagel,01059043,Jagel,Schleswig-Holstein,Schleswig-Flensburg
Jagsthausen,Jagsthausen,08125048,Jagsthausen,Baden-Württemberg,Heilbronn
Jagstzell,Jagstzell,08136019,Ellwangen (Jagst),Baden-Württemberg,Ostalbkreis
Jahnsdorf,Jahnsdorf,14521310,Jahnsdorf/Erzgeb.,Sachsen,Erzgebirgskreis
Jahrsdorf,Jahrsdorf,01058085,Jahrsdorf,Schleswig-Holstein,Rendsburg-Eckernförde
Jakobsdorf,Jakobsdorf,13073041,Jakobsdorf,Mecklenburg-Vorpommern,Vorpommern-Rügen
Jamlitz,Jamlitz,12061224,Jamlitz,Brandenburg,Dahme-Spreewald
Jandelsbrunn,Jandelsbrunn,09272129,Jandelsbrunn,Bayern,Freyung-Grafenau
Janneby,Janneby,01059128,Janneby,Schleswig-Holstein,Schleswig-Flensburg
Jardelund,Jardelund,01059129,Jardelund,Schleswig-Holstein,Schleswig-Flensburg
"Jarmen (Vorpommern-Greifswald, Mecklenburg-Vorpommern) [13075054]",Jarmen,13075054,Jarmen,Mecklenburg-Vorpommern,Vorpommern-Greifswald
"Jarmen (Vorpommern-Greifswald, Mecklenburg-Vorpommern) [13075140]",Jarmen,13075140,Völschow,Mecklenburg-Vorpommern,Vorpommern-Greifswald
Jatznick,Jatznick,13075055,Jatznick,Mecklenburg-Vorpommern,Vorpommern-Greifswald
Jeckenbach,Jeckenbach,07133051,Jeckenbach,Rheinland-Pfalz,Bad Kreuznach
Jembke,Jembke,03151014,Jembke,Niedersachsen,Gifhorn
Jemgum,Jemgum,03457012,Jemgum,Niedersachsen,Leer
Jengen,Jengen,09777140,Jengen,Bayern,Ostallgäu
Jerichow,Jerichow,15086080,Jerichow,Sachsen-Anhalt,Jerichower Land
Jerrishoe,Jerrishoe,01059131,Jerrishoe,Schleswig-Holstein,Schleswig-Flensburg
Jerxheim,Jerxheim,03154012,Jerxheim,Niedersachsen,Helmstedt
"Jessen (Wittenberg, Sachsen-Anhalt) [15091010]",Jessen,15091010,Annaburg,Sachsen-Anhalt,Wittenberg
"Jessen (Wittenberg, Sachsen-Anhalt) [15091145]",Jessen,15091145,Jessen (Elster),Sachsen-Anhalt,Wittenberg
Jettenbach,Jettenbach,07336048,Jettenbach,Rheinland-Pfalz,Kusel
Jettingen-Scheppach,Jettingen-Scheppach,09774144,Jettingen-Scheppach,Bayern,Günzburg
Jevenstedt,Jevenstedt,01058086,Jevenstedt,Schleswig-Holstein,Rendsburg-Eckernförde
Jever,Jever,03455007,Jever,Niedersachsen,Friesland
Joldelund,Joldelund,01054059,Joldelund,Schleswig-Holstein,Nordfriesland
Jossgrund,Jossgrund,06435016,Jossgrund,Hessen,Main-Kinzig-Kreis
Jugenheim,Jugenheim,07339031,Jugenheim in Rheinhessen,Rheinland-Pfalz,Mainz-Bingen
Jöhstadt,Jöhstadt,14521330,Jöhstadt,Sachsen,Erzgebirgskreis
Jördenstorf,Jördenstorf,13072049,Jördenstorf,Mecklenburg-Vorpommern,Rostock
"Jörl (Schleswig-Flensburg, Schleswig-Holstein) [01059128]",Jörl,01059128,Janneby,Schleswig-Holstein,Schleswig-Flensburg
"Jörl (Schleswig-Flensburg, Schleswig-Holstein) [01059132]",Jörl,01059132,Jörl,Schleswig-Holstein,Schleswig-Flensburg
Jübar,Jübar,15081225,Jübar,Sachsen-Anhalt,Altmarkkreis Salzwedel
Jübek,Jübek,01059044,Jübek,Schleswig-Holstein,Schleswig-Flensburg
Jüchen,Jüchen,05162012,Jüchen,Nordrhein-Westfalen,Rhein-Kreis Neuss
Jühnde,Jühnde,03159021,Jühnde,Niedersachsen,Göttingen
Jülich,Jülich,05358024,Jülich,Nordrhein-Westfalen,Düren
Jürgenshagen,Jürgenshagen,13072050,Jürgenshagen,Mecklenburg-Vorpommern,Rostock
Jüterbog,Jüterbog,12072169,Jüterbog,Brandenburg,Teltow-Fläming
Kaarst,Kaarst,05162016,Kaarst,Nordrhein-Westfalen,Rhein-Kreis Neuss
Kabelhorst,Kabelhorst,01055023,Kabelhorst,Schleswig-Holstein,Ostholstein
Kadow,Kadow,13076096,Mestlin,Mecklenburg-Vorpommern,Ludwigslust-Parchim
Kaifenheim,Kaifenheim,07135043,Kaifenheim,Rheinland-Pfalz,Cochem-Zell
Kail,Kail,07135044,Kail,Rheinland-Pfalz,Cochem-Zell
Kaiser-Wilhelm-Koog,Kaiser-Wilhelm-Koog,01051057,Kaiser-Wilhelm-Koog,Schleswig-Holstein,Dithmarschen
Kaisersesch,Kaisersesch,07135045,Kaisersesch,Rheinland-Pfalz,Cochem-Zell
Kalbe,Kalbe,15081240,Kalbe (Milde),Sachsen-Anhalt,Altmarkkreis Salzwedel
Kalefeld,Kalefeld,03155006,Kalefeld,Niedersachsen,Northeim
Kalenborn,Kalenborn,07135026,Eppenberg,Rheinland-Pfalz,Cochem-Zell
Kalenborn-Scheuern,Kalenborn-Scheuern,07233036,Kalenborn-Scheuern,Rheinland-Pfalz,Vulkaneifel
Kalkar,Kalkar,05154024,Kalkar,Nordrhein-Westfalen,Kleve
Kalkhorst,Kalkhorst,13074037,Kalkhorst,Mecklenburg-Vorpommern,Nordwestmecklenburg
Kall,Kall,05366024,Kall,Nordrhein-Westfalen,Euskirchen
Kalletal,Kalletal,05766036,Kalletal,Nordrhein-Westfalen,Lippe
Kallmünz,Kallmünz,09375156,Kallmünz,Bayern,Regensburg
Kaltenkirchen,Kaltenkirchen,01060044,Kaltenkirchen,Schleswig-Holstein,Segeberg
Kambs,Kambs,13072110,Vorbeck,Mecklenburg-Vorpommern,Rostock
Kamen,Kamen,05978020,Kamen,Nordrhein-Westfalen,Unna
Kamenz,Kamenz,14625250,Kamenz,Sachsen,Bautzen
Kammeltal,Kammeltal,09774145,Kammeltal,Bayern,Günzburg
Kamp-Lintfort,Kamp-Lintfort,05170020,Kamp-Lintfort,Nordrhein-Westfalen,Wesel
Kantow,Kantow,12068477,Wusterhausen/Dosse,Brandenburg,Ostprignitz-Ruppin
Kappel,Kappel,07140062,Kappel,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
