"Dim1","Dim2","Dim3","Dim4","Val"
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE259","FlexNoConstraints","pv",0.95317531
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE259","NoFlexNoConstraints","pv",0.96587
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE25A","FlexNoConstraints","pv",3.7462867
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE25A","NoFlexNoConstraints","pv",3.75387
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE25B","FlexNoConstraints","pv",0.8466164
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE25B","NoFlexNoConstraints","pv",0.830172
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE25C","FlexNoConstraints","pv",4.83440043
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE25C","NoFlexNoConstraints","pv",4.827218
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE264","FlexNoConstraints","pv",1.25799143
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE264","NoFlexNoConstraints","pv",1.269694
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE265","FlexNoConstraints","pv",1.15234456
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE265","NoFlexNoConstraints","pv",1.179992
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE266","FlexNoConstraints","pv",0.42682339
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE266","NoFlexNoConstraints","pv",0.471748
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE267","FlexNoConstraints","pv",1.94594165
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE267","NoFlexNoConstraints","pv",1.997354
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE268","FlexNoConstraints","pv",2.6660244
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE268","NoFlexNoConstraints","pv",2.694106
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE269","FlexNoConstraints","pv",1.02568662
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE269","NoFlexNoConstraints","pv",1.076014
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE26A","FlexNoConstraints","pv",1.5361448
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE26A","NoFlexNoConstraints","pv",1.562752
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE26B","FlexNoConstraints","pv",2.07427154
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE26B","NoFlexNoConstraints","pv",2.110246
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE26C","FlexNoConstraints","pv",2.57755218
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE26C","NoFlexNoConstraints","pv",2.667772
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE275","FlexNoConstraints","pv",1.22563161
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE275","NoFlexNoConstraints","pv",1.23162
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE276","FlexNoConstraints","pv",3.79902422
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE276","NoFlexNoConstraints","pv",3.851204
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE277","FlexNoConstraints","pv",4.95820176
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE277","NoFlexNoConstraints","pv",4.90851
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE278","FlexNoConstraints","pv",3.19136313
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE278","NoFlexNoConstraints","pv",3.267154
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE279","FlexNoConstraints","pv",2.22733055
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE279","NoFlexNoConstraints","pv",2.187256
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE27A","FlexNoConstraints","pv",1.06791795
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE27A","NoFlexNoConstraints","pv",1.107716
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE27B","FlexNoConstraints","pv",2.33292462
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE27B","NoFlexNoConstraints","pv",2.390966
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE27C","FlexNoConstraints","pv",3.15924853
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE27C","NoFlexNoConstraints","pv",3.26275
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE27D","FlexNoConstraints","pv",2.77539542
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE27D","NoFlexNoConstraints","pv",2.859162
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE27E","FlexNoConstraints","pv",1.72794535
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE27E","FlexNoConstraints","ev",0.01458295
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE27E","NoFlexNoConstraints","pv",1.842932
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE401","FlexNoConstraints","pv",0.06628373
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE401","NoFlexNoConstraints","pv",0.054038
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE405","FlexNoConstraints","pv",1.05664116
