"Dim1","Dim2","Dim3","Dim4","Val"
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21F","NoFlexNoConstraints","pv",0.525218
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21G","FlexNoConstraints","ev",0.49937564
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21G","FlexNoConstraints","pv",2.83697435
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21G","NoFlexNoConstraints","pv",3.281006
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21I","FlexNoConstraints","ev",0.40396079
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21I","FlexNoConstraints","pv",2.35153217
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21I","NoFlexNoConstraints","pv",2.75013
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21J","FlexNoConstraints","ev",0.39319927
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21J","FlexNoConstraints","pv",1.37203997
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21J","NoFlexNoConstraints","pv",1.370626
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21K","FlexNoConstraints","ev",1.37346993
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21K","FlexNoConstraints","pv",3.16228066
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21K","NoFlexNoConstraints","pv",3.18895
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21L","FlexNoConstraints","ev",0.00636626
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21L","FlexNoConstraints","pv",0.36666801
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21L","NoFlexNoConstraints","pv",0.347648
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21M","FlexNoConstraints","ev",1.26226238
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21M","FlexNoConstraints","pv",3.03646579
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21M","NoFlexNoConstraints","pv",3.244932
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21N","FlexNoConstraints","ev",1.10875188
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21N","FlexNoConstraints","pv",2.05370791
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE21N","NoFlexNoConstraints","pv",2.115206
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE224","FlexNoConstraints","pv",5.02287924
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE224","NoFlexNoConstraints","pv",5.041566
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE225","FlexNoConstraints","pv",3.77614337
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE225","NoFlexNoConstraints","pv",3.797812
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE226","FlexNoConstraints","ev",0.20935297
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE226","FlexNoConstraints","pv",2.75611742
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE226","NoFlexNoConstraints","pv",2.88272
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE227","FlexNoConstraints","ev",0.68213949
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE227","FlexNoConstraints","pv",4.44652249
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE227","NoFlexNoConstraints","pv",5.082828
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE228","FlexNoConstraints","ev",0.50041422
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE228","FlexNoConstraints","pv",4.51543298
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE228","NoFlexNoConstraints","pv",4.922898
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE229","FlexNoConstraints","ev",0.45749047
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE229","FlexNoConstraints","pv",2.44710388
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE229","NoFlexNoConstraints","pv",2.850788
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE22A","FlexNoConstraints","ev",0.64498178
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE22A","FlexNoConstraints","pv",4.00921068
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE22A","NoFlexNoConstraints","pv",4.711578
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE22B","FlexNoConstraints","ev",0.67683955
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE22B","FlexNoConstraints","pv",2.02642117
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE22B","NoFlexNoConstraints","pv",2.166382
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE22C","FlexNoConstraints","ev",0.40879541
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE22C","FlexNoConstraints","pv",2.57070774
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE22C","NoFlexNoConstraints","pv",2.896406
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE233","FlexNoConstraints","pv",0.44663487
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE233","NoFlexNoConstraints","pv",0.42803
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE234","FlexNoConstraints","ev",0.60583666
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE234","FlexNoConstraints","pv",1.35284919
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE234","NoFlexNoConstraints","pv",1.391634
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE235","FlexNoConstraints","pv",7.14711351
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE235","NoFlexNoConstraints","pv",7.166524
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE236","FlexNoConstraints","pv",2.83072007
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE236","NoFlexNoConstraints","pv",2.832646
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE237","FlexNoConstraints","ev",0.43362436
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE237","FlexNoConstraints","pv",1.49902456
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE237","NoFlexNoConstraints","pv",1.55376
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE238","FlexNoConstraints","ev",0.71889636
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE238","FlexNoConstraints","pv",1.57032895
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE238","NoFlexNoConstraints","pv",1.596016
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE239","FlexNoConstraints","pv",4.19604676
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE239","NoFlexNoConstraints","pv",4.156568
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE23A","FlexNoConstraints","ev",0.15059851
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE23A","FlexNoConstraints","pv",1.62399084
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE23A","NoFlexNoConstraints","pv",1.762126
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE245","FlexNoConstraints","ev",0.75041859
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE245","FlexNoConstraints","pv",1.21605909
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE245","NoFlexNoConstraints","pv",1.30031
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE246","FlexNoConstraints","ev",0.47039888
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE246","FlexNoConstraints","pv",1.23480204
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE246","NoFlexNoConstraints","pv",1.279798
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE247","FlexNoConstraints","ev",0.30626587
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE247","FlexNoConstraints","pv",1.10980778
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE247","NoFlexNoConstraints","pv",1.133178
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE248","FlexNoConstraints","ev",0.73190736
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE248","FlexNoConstraints","pv",1.09337565
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE248","NoFlexNoConstraints","pv",1.151062
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE249","FlexNoConstraints","ev",0.42561846
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE249","FlexNoConstraints","pv",1.055312
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE249","NoFlexNoConstraints","pv",1.025342
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE24A","FlexNoConstraints","ev",0.35828134
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE24A","FlexNoConstraints","pv",0.38235169
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE24A","NoFlexNoConstraints","pv",0.410716
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE24B","FlexNoConstraints","ev",0.47510842
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE24B","FlexNoConstraints","pv",0.97183404
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE24B","NoFlexNoConstraints","pv",1.019358
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE24C","FlexNoConstraints","pv",1.1058846
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE24C","NoFlexNoConstraints","pv",1.107026
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE24D","FlexNoConstraints","ev",0.1410083
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE24D","FlexNoConstraints","pv",1.12438866
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE24D","NoFlexNoConstraints","pv",1.143086
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE255","FlexNoConstraints","ev",0.2496247
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE255","FlexNoConstraints","pv",0.28460038
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE255","NoFlexNoConstraints","pv",0.272656
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE256","FlexNoConstraints","ev",0.79870409
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE256","FlexNoConstraints","pv",3.96536015
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE256","NoFlexNoConstraints","pv",4.217842
"expansion_baseEV_basePV_moreFlex_100_2030_neu","DE257","FlexNoConstraints","ev",0.74430697
