year,caps,grid,nuts,val
2030,5,LV1,DE733,1.7348713553679865e-05
2030,5,LV1,DE734,1.4838519199325237e-05
2030,5,LV1,DE735,1.907905535787034e-05
2030,5,LV1,DE736,1.6168471196836993e-05
2030,5,LV1,DE737,1.0840278854037742e-05
2030,5,LV1,DE803,8.963689711776161e-07
2030,5,LV1,DE804,0.0
2030,5,LV1,DE80J,2.2030255206995447e-05
2030,5,LV1,DE80K,3.59171788213501e-05
2030,5,LV1,DE80L,2.8276411948304212e-05
2030,5,LV1,DE80M,2.626789212635842e-05
2030,5,LV1,DE80N,3.7023118573456807e-05
2030,5,LV1,DE80O,3.59092168788685e-05
2030,5,LV1,DE911,0.0
2030,5,LV1,DE912,0.0
2030,5,LV1,DE913,0.0
2030,5,LV1,DE914,9.153991659186318e-06
2030,5,LV1,DE916,1.961370148870642e-06
2030,5,LV1,DE917,1.0915754871858223e-05
2030,5,LV1,DE918,1.6785132090296627e-06
2030,5,LV1,DE91A,0.0
2030,5,LV1,DE91B,8.596736294648944e-06
2030,5,LV1,DE91C,1.8134220232260535e-05
2030,5,LV1,DE922,1.7093559222650508e-05
2030,5,LV1,DE923,0.0
2030,5,LV1,DE925,2.148111971702399e-06
2030,5,LV1,DE926,5.8333544848716795e-06
2030,5,LV1,DE927,2.4390510594883264e-05
2030,5,LV1,DE928,1.961604905084411e-05
2030,5,LV1,DE929,0.0
2030,5,LV1,DE931,6.050870387407458e-06
2030,5,LV1,DE932,3.1365304294436662e-06
2030,5,LV1,DE933,2.1607692658541192e-05
2030,5,LV1,DE934,1.7526687811174478e-06
2030,5,LV1,DE935,2.3534157804249003e-05
2030,5,LV1,DE936,0.0
2030,5,LV1,DE937,2.046117030658144e-05
2030,5,LV1,DE938,9.01334360362571e-06
2030,5,LV1,DE939,1.34233173238201e-05
2030,5,LV1,DE93A,6.633560084187349e-06
2030,5,LV1,DE93B,0.0
2030,5,LV1,DE941,0.0
2030,5,LV1,DE942,0.0
2030,5,LV1,DE943,0.0
2030,5,LV1,DE944,0.0
2030,5,LV1,DE945,0.0
2030,5,LV1,DE946,0.0
2030,5,LV1,DE947,9.73464854900893e-06
2030,5,LV1,DE948,2.378939186166988e-06
2030,5,LV1,DE949,1.2265284749744309e-05
2030,5,LV1,DE94A,7.378166468884226e-07
2030,5,LV1,DE94B,0.0
2030,5,LV1,DE94C,1.0245250962007844e-05
2030,5,LV1,DE94D,5.5544076173216384e-06
2030,5,LV1,DE94E,5.5580291084068e-06
2030,5,LV1,DE94F,0.0
2030,5,LV1,DE94G,0.0
2030,5,LV1,DE94H,5.415003264193599e-06
2030,5,LV1,DEA11,0.0
2030,5,LV1,DEA12,0.0
2030,5,LV1,DEA13,0.0
2030,5,LV1,DEA14,0.0
2030,5,LV1,DEA15,0.0
2030,5,LV1,DEA16,0.0
2030,5,LV1,DEA17,0.0
2030,5,LV1,DEA18,0.0
2030,5,LV1,DEA19,0.0
2030,5,LV1,DEA1A,0.0
2030,5,LV1,DEA1B,0.0
2030,5,LV1,DEA1C,0.0
2030,5,LV1,DEA1D,0.0
2030,5,LV1,DEA1E,0.0
2030,5,LV1,DEA1F,0.0
2030,5,LV1,DEA22,0.0
2030,5,LV1,DEA23,0.0
2030,5,LV1,DEA24,0.0
2030,5,LV1,DEA26,2.4243862285546813e-06
2030,5,LV1,DEA27,0.0
2030,5,LV1,DEA28,2.6445151867095583e-06
2030,5,LV1,DEA29,0.0
2030,5,LV1,DEA2A,0.0
2030,5,LV1,DEA2B,0.0
2030,5,LV1,DEA2C,0.0
2030,5,LV1,DEA2D,0.0
2030,5,LV1,DEA31,0.0
2030,5,LV1,DEA32,0.0
2030,5,LV1,DEA33,0.0
2030,5,LV1,DEA34,0.0
2030,5,LV1,DEA35,0.0
2030,5,LV1,DEA36,0.0
2030,5,LV1,DEA37,0.0
2030,5,LV1,DEA38,0.0
2030,5,LV1,DEA41,0.0
2030,5,LV1,DEA42,0.0
2030,5,LV1,DEA43,0.0
2030,5,LV1,DEA44,0.0
2030,5,LV1,DEA45,0.0
2030,5,LV1,DEA46,0.0
2030,5,LV1,DEA47,0.0
2030,5,LV1,DEA51,0.0
2030,5,LV1,DEA52,0.0
2030,5,LV1,DEA53,0.0
2030,5,LV1,DEA54,0.0
2030,5,LV1,DEA55,0.0
2030,5,LV1,DEA56,0.0
2030,5,LV1,DEA57,3.78507645450434e-06
2030,5,LV1,DEA58,0.0
2030,5,LV1,DEA59,0.0
2030,5,LV1,DEA5A,0.0
2030,5,LV1,DEA5B,0.0
2030,5,LV1,DEA5C,0.0
2030,5,LV1,DEB11,0.0
2030,5,LV1,DEB12,1.3533260651493994e-05
2030,5,LV1,DEB13,1.0924367853478688e-05
2030,5,LV1,DEB14,2.9999487702105343e-05
2030,5,LV1,DEB15,1.191300012561831e-05
2030,5,LV1,DEB17,2.064813903206151e-05
2030,5,LV1,DEB18,1.9723935411020578e-05
2030,5,LV1,DEB1A,1.3558658199872055e-05
2030,5,LV1,DEB1B,2.284257901629532e-05
2030,5,LV1,DEB1C,1.1450952584320925e-05
2030,5,LV1,DEB1D,1.8194023314253637e-05
2030,5,LV1,DEB21,0.0
2030,5,LV1,DEB22,1.669532169013305e-05
2030,5,LV1,DEB23,1.8623548347209634e-05
2030,5,LV1,DEB24,9.952852668651156e-06
2030,5,LV1,DEB25,2.2569789484109733e-05
