flex,year,run,h,val
moreFlex,2030,NoFlexNoConstraints,h5490,10073.6183
moreFlex,2030,NoFlexNoConstraints,h5491,9598.2549
moreFlex,2030,NoFlexNoConstraints,h5492,8085.1237
moreFlex,2030,NoFlexNoConstraints,h5493,5025.8644
moreFlex,2030,NoFlexNoConstraints,h5494,3288.7091
moreFlex,2030,NoFlexNoConstraints,h5495,2838.7665
moreFlex,2030,NoFlexNoConstraints,h5496,2707.9883
moreFlex,2030,NoFlexNoConstraints,h5497,0.0
moreFlex,2030,NoFlexNoConstraints,h5498,72.6628
moreFlex,2030,NoFlexNoConstraints,h5499,48.3023
moreFlex,2030,NoFlexNoConstraints,h5500,0.0
moreFlex,2030,NoFlexNoConstraints,h5501,28.7314
moreFlex,2030,NoFlexNoConstraints,h5502,91.1148
moreFlex,2030,NoFlexNoConstraints,h5503,224.6669
moreFlex,2030,NoFlexNoConstraints,h5504,228.9548
moreFlex,2030,NoFlexNoConstraints,h5505,393.7147
moreFlex,2030,NoFlexNoConstraints,h5506,1022.2919
moreFlex,2030,NoFlexNoConstraints,h5507,1778.4576
moreFlex,2030,NoFlexNoConstraints,h5508,2966.1612
moreFlex,2030,NoFlexNoConstraints,h5509,4484.728
moreFlex,2030,NoFlexNoConstraints,h5510,4437.6617
moreFlex,2030,NoFlexNoConstraints,h5511,5332.796
moreFlex,2030,NoFlexNoConstraints,h5512,6899.3628
moreFlex,2030,NoFlexNoConstraints,h5513,8843.1433
moreFlex,2030,NoFlexNoConstraints,h5514,10260.3767
moreFlex,2030,NoFlexNoConstraints,h5515,9401.5141
moreFlex,2030,NoFlexNoConstraints,h5516,8088.6895
moreFlex,2030,NoFlexNoConstraints,h5517,5422.8743
moreFlex,2030,NoFlexNoConstraints,h5518,3861.2656
moreFlex,2030,NoFlexNoConstraints,h5519,2680.9577
moreFlex,2030,NoFlexNoConstraints,h5520,1680.2288
moreFlex,2030,NoFlexNoConstraints,h5521,22.5218
moreFlex,2030,NoFlexNoConstraints,h5522,33.6683
moreFlex,2030,NoFlexNoConstraints,h5523,0.0
moreFlex,2030,NoFlexNoConstraints,h5524,16.4497
moreFlex,2030,NoFlexNoConstraints,h5525,13.1798
moreFlex,2030,NoFlexNoConstraints,h5526,0.0
moreFlex,2030,NoFlexNoConstraints,h5527,82.6592
moreFlex,2030,NoFlexNoConstraints,h5528,397.6233
moreFlex,2030,NoFlexNoConstraints,h5529,521.7457
moreFlex,2030,NoFlexNoConstraints,h5530,779.9777
moreFlex,2030,NoFlexNoConstraints,h5531,1659.5391
moreFlex,2030,NoFlexNoConstraints,h5532,2942.6041
moreFlex,2030,NoFlexNoConstraints,h5533,3644.676
moreFlex,2030,NoFlexNoConstraints,h5534,5051.2441
moreFlex,2030,NoFlexNoConstraints,h5535,5176.9576
moreFlex,2030,NoFlexNoConstraints,h5536,5897.9061
moreFlex,2030,NoFlexNoConstraints,h5537,9044.8503
moreFlex,2030,NoFlexNoConstraints,h5538,10848.998
moreFlex,2030,NoFlexNoConstraints,h5539,9881.3582
moreFlex,2030,NoFlexNoConstraints,h5540,7556.8804
moreFlex,2030,NoFlexNoConstraints,h5541,5282.2849
moreFlex,2030,NoFlexNoConstraints,h5542,3844.4516
moreFlex,2030,NoFlexNoConstraints,h5543,3267.8584
moreFlex,2030,NoFlexNoConstraints,h5544,2305.4182
moreFlex,2030,NoFlexNoConstraints,h5545,49.1535
moreFlex,2030,NoFlexNoConstraints,h5546,21.3294
moreFlex,2030,NoFlexNoConstraints,h5547,0.0
moreFlex,2030,NoFlexNoConstraints,h5548,0.0
moreFlex,2030,NoFlexNoConstraints,h5549,0.0
moreFlex,2030,NoFlexNoConstraints,h5550,0.0
moreFlex,2030,NoFlexNoConstraints,h5551,144.622
moreFlex,2030,NoFlexNoConstraints,h5552,228.8828
moreFlex,2030,NoFlexNoConstraints,h5553,556.1368
moreFlex,2030,NoFlexNoConstraints,h5554,865.3417
moreFlex,2030,NoFlexNoConstraints,h5555,1594.629
moreFlex,2030,NoFlexNoConstraints,h5556,2313.0005
moreFlex,2030,NoFlexNoConstraints,h5557,3572.8957
moreFlex,2030,NoFlexNoConstraints,h5558,5051.2927
moreFlex,2030,NoFlexNoConstraints,h5559,4792.0937
moreFlex,2030,NoFlexNoConstraints,h5560,6424.0697
moreFlex,2030,NoFlexNoConstraints,h5561,9332.0393
moreFlex,2030,NoFlexNoConstraints,h5562,10645.9918
moreFlex,2030,NoFlexNoConstraints,h5563,10080.8948
moreFlex,2030,NoFlexNoConstraints,h5564,7343.674
moreFlex,2030,NoFlexNoConstraints,h5565,4908.5458
moreFlex,2030,NoFlexNoConstraints,h5566,4136.3699
moreFlex,2030,NoFlexNoConstraints,h5567,3232.1699
moreFlex,2030,NoFlexNoConstraints,h5568,2184.4206
moreFlex,2030,NoFlexNoConstraints,h5569,18.2361
moreFlex,2030,NoFlexNoConstraints,h5570,39.6093
moreFlex,2030,NoFlexNoConstraints,h5571,0.0
moreFlex,2030,NoFlexNoConstraints,h5572,49.7527
moreFlex,2030,NoFlexNoConstraints,h5573,54.1155
moreFlex,2030,NoFlexNoConstraints,h5574,22.7867
moreFlex,2030,NoFlexNoConstraints,h5575,128.1871
moreFlex,2030,NoFlexNoConstraints,h5576,204.3802
moreFlex,2030,NoFlexNoConstraints,h5577,574.8899
moreFlex,2030,NoFlexNoConstraints,h5578,830.0514
moreFlex,2030,NoFlexNoConstraints,h5579,1610.465
moreFlex,2030,NoFlexNoConstraints,h5580,2671.673
moreFlex,2030,NoFlexNoConstraints,h5581,4060.1255
moreFlex,2030,NoFlexNoConstraints,h5582,4039.3197
moreFlex,2030,NoFlexNoConstraints,h5583,5325.7199
moreFlex,2030,NoFlexNoConstraints,h5584,5788.7011
moreFlex,2030,NoFlexNoConstraints,h5585,9349.2073
moreFlex,2030,NoFlexNoConstraints,h5586,11222.2211
moreFlex,2030,NoFlexNoConstraints,h5587,10778.2153
moreFlex,2030,NoFlexNoConstraints,h5588,7006.4137
moreFlex,2030,NoFlexNoConstraints,h5589,4948.2992
moreFlex,2030,NoFlexNoConstraints,h5590,3674.6634
moreFlex,2030,NoFlexNoConstraints,h5591,2834.9668
moreFlex,2030,NoFlexNoConstraints,h5592,2183.1477
moreFlex,2030,NoFlexNoConstraints,h5593,54.6963
moreFlex,2030,NoFlexNoConstraints,h5594,79.614
moreFlex,2030,NoFlexNoConstraints,h5595,142.7995
moreFlex,2030,NoFlexNoConstraints,h5596,0.0
moreFlex,2030,NoFlexNoConstraints,h5597,30.4943
moreFlex,2030,NoFlexNoConstraints,h5598,33.1792
moreFlex,2030,NoFlexNoConstraints,h5599,160.234
moreFlex,2030,NoFlexNoConstraints,h5600,242.552
moreFlex,2030,NoFlexNoConstraints,h5601,371.0272
moreFlex,2030,NoFlexNoConstraints,h5602,1042.8895
moreFlex,2030,NoFlexNoConstraints,h5603,1909.5
moreFlex,2030,NoFlexNoConstraints,h5604,2579.2095
moreFlex,2030,NoFlexNoConstraints,h5605,3489.8618
moreFlex,2030,NoFlexNoConstraints,h5606,4525.8726
moreFlex,2030,NoFlexNoConstraints,h5607,5225.467
moreFlex,2030,NoFlexNoConstraints,h5608,6155.3023
moreFlex,2030,NoFlexNoConstraints,h5609,8941.0689
moreFlex,2030,NoFlexNoConstraints,h5610,9487.9057
moreFlex,2030,NoFlexNoConstraints,h5611,10092.0295
moreFlex,2030,NoFlexNoConstraints,h5612,7685.6679
moreFlex,2030,NoFlexNoConstraints,h5613,5822.167
moreFlex,2030,NoFlexNoConstraints,h5614,4080.4102
moreFlex,2030,NoFlexNoConstraints,h5615,2366.0945
moreFlex,2030,NoFlexNoConstraints,h5616,1855.8314
moreFlex,2030,NoFlexNoConstraints,h5617,44.2884
moreFlex,2030,NoFlexNoConstraints,h5618,19.4382
moreFlex,2030,NoFlexNoConstraints,h5619,31.383
moreFlex,2030,NoFlexNoConstraints,h5620,0.0
moreFlex,2030,NoFlexNoConstraints,h5621,48.7727
moreFlex,2030,NoFlexNoConstraints,h5622,8.4822
moreFlex,2030,NoFlexNoConstraints,h5623,112.4182
moreFlex,2030,NoFlexNoConstraints,h5624,187.2092
moreFlex,2030,NoFlexNoConstraints,h5625,450.8709
moreFlex,2030,NoFlexNoConstraints,h5626,901.4
moreFlex,2030,NoFlexNoConstraints,h5627,1774.6326
moreFlex,2030,NoFlexNoConstraints,h5628,2610.7801
moreFlex,2030,NoFlexNoConstraints,h5629,3718.4121
moreFlex,2030,NoFlexNoConstraints,h5630,4843.266
moreFlex,2030,NoFlexNoConstraints,h5631,5754.5092
moreFlex,2030,NoFlexNoConstraints,h5632,7210.4437
moreFlex,2030,NoFlexNoConstraints,h5633,9293.2721
moreFlex,2030,NoFlexNoConstraints,h5634,10363.7167
moreFlex,2030,NoFlexNoConstraints,h5635,11363.6776
moreFlex,2030,NoFlexNoConstraints,h5636,9477.4038
moreFlex,2030,NoFlexNoConstraints,h5637,5659.2021
moreFlex,2030,NoFlexNoConstraints,h5638,3440.9331
moreFlex,2030,NoFlexNoConstraints,h5639,3009.9636
moreFlex,2030,NoFlexNoConstraints,h5640,2837.4191
moreFlex,2030,NoFlexNoConstraints,h5641,34.0983
moreFlex,2030,NoFlexNoConstraints,h5642,135.9306
moreFlex,2030,NoFlexNoConstraints,h5643,56.2261
moreFlex,2030,NoFlexNoConstraints,h5644,65.6667
moreFlex,2030,NoFlexNoConstraints,h5645,65.417
moreFlex,2030,NoFlexNoConstraints,h5646,40.7018
moreFlex,2030,NoFlexNoConstraints,h5647,12.945
moreFlex,2030,NoFlexNoConstraints,h5648,254.7931
moreFlex,2030,NoFlexNoConstraints,h5649,386.3294
moreFlex,2030,NoFlexNoConstraints,h5650,821.0822
moreFlex,2030,NoFlexNoConstraints,h5651,1615.56
moreFlex,2030,NoFlexNoConstraints,h5652,2850.6468
moreFlex,2030,NoFlexNoConstraints,h5653,4335.1114
moreFlex,2030,NoFlexNoConstraints,h5654,5452.7357
moreFlex,2030,NoFlexNoConstraints,h5655,5373.4407
moreFlex,2030,NoFlexNoConstraints,h5656,6743.1879
moreFlex,2030,NoFlexNoConstraints,h5657,8320.5222
moreFlex,2030,NoFlexNoConstraints,h5658,9161.4097
moreFlex,2030,NoFlexNoConstraints,h5659,9956.6387
moreFlex,2030,NoFlexNoConstraints,h5660,8773.5982
moreFlex,2030,NoFlexNoConstraints,h5661,5705.9813
moreFlex,2030,NoFlexNoConstraints,h5662,3734.5926
moreFlex,2030,NoFlexNoConstraints,h5663,2921.7846
moreFlex,2030,NoFlexNoConstraints,h5664,1819.0953
moreFlex,2030,NoFlexNoConstraints,h5665,21.0787
moreFlex,2030,NoFlexNoConstraints,h5666,83.0217
moreFlex,2030,NoFlexNoConstraints,h5667,98.7341
moreFlex,2030,NoFlexNoConstraints,h5668,18.4759
moreFlex,2030,NoFlexNoConstraints,h5669,8.1926
moreFlex,2030,NoFlexNoConstraints,h5670,23.8961
moreFlex,2030,NoFlexNoConstraints,h5671,333.3366
moreFlex,2030,NoFlexNoConstraints,h5672,273.7357
moreFlex,2030,NoFlexNoConstraints,h5673,445.7822
moreFlex,2030,NoFlexNoConstraints,h5674,1116.2403
moreFlex,2030,NoFlexNoConstraints,h5675,1735.9518
moreFlex,2030,NoFlexNoConstraints,h5676,2593.1144
moreFlex,2030,NoFlexNoConstraints,h5677,3623.007
moreFlex,2030,NoFlexNoConstraints,h5678,4150.5373
moreFlex,2030,NoFlexNoConstraints,h5679,5118.5089
moreFlex,2030,NoFlexNoConstraints,h5680,6707.1384
moreFlex,2030,NoFlexNoConstraints,h5681,8405.6463
moreFlex,2030,NoFlexNoConstraints,h5682,10313.3149
moreFlex,2030,NoFlexNoConstraints,h5683,10825.8854
moreFlex,2030,NoFlexNoConstraints,h5684,8637.5743
moreFlex,2030,NoFlexNoConstraints,h5685,5966.7341
moreFlex,2030,NoFlexNoConstraints,h5686,4004.0588
moreFlex,2030,NoFlexNoConstraints,h5687,3185.4334
moreFlex,2030,NoFlexNoConstraints,h5688,2203.9657
moreFlex,2030,NoFlexNoConstraints,h5689,42.377
moreFlex,2030,NoFlexNoConstraints,h5690,38.2189
moreFlex,2030,NoFlexNoConstraints,h5691,34.5626
moreFlex,2030,NoFlexNoConstraints,h5692,0.0
moreFlex,2030,NoFlexNoConstraints,h5693,14.2952
moreFlex,2030,NoFlexNoConstraints,h5694,53.9695
moreFlex,2030,NoFlexNoConstraints,h5695,92.0332
moreFlex,2030,NoFlexNoConstraints,h5696,277.2477
moreFlex,2030,NoFlexNoConstraints,h5697,457.8337
moreFlex,2030,NoFlexNoConstraints,h5698,1069.73
moreFlex,2030,NoFlexNoConstraints,h5699,1812.4367
moreFlex,2030,NoFlexNoConstraints,h5700,3024.0322
moreFlex,2030,NoFlexNoConstraints,h5701,4355.1456
moreFlex,2030,NoFlexNoConstraints,h5702,4962.4948
moreFlex,2030,NoFlexNoConstraints,h5703,5254.1319
moreFlex,2030,NoFlexNoConstraints,h5704,6837.9336
moreFlex,2030,NoFlexNoConstraints,h5705,9576.8953
moreFlex,2030,NoFlexNoConstraints,h5706,10957.657
moreFlex,2030,NoFlexNoConstraints,h5707,10712.6878
moreFlex,2030,NoFlexNoConstraints,h5708,7399.505
moreFlex,2030,NoFlexNoConstraints,h5709,4744.651
moreFlex,2030,NoFlexNoConstraints,h5710,3126.5192
moreFlex,2030,NoFlexNoConstraints,h5711,2911.2873
moreFlex,2030,NoFlexNoConstraints,h5712,2353.2244
moreFlex,2030,NoFlexNoConstraints,h5713,0.0
moreFlex,2030,NoFlexNoConstraints,h5714,25.9885
moreFlex,2030,NoFlexNoConstraints,h5715,33.8416
moreFlex,2030,NoFlexNoConstraints,h5716,16.5149
moreFlex,2030,NoFlexNoConstraints,h5717,80.7943
moreFlex,2030,NoFlexNoConstraints,h5718,32.8698
moreFlex,2030,NoFlexNoConstraints,h5719,78.5776
moreFlex,2030,NoFlexNoConstraints,h5720,253.8116
moreFlex,2030,NoFlexNoConstraints,h5721,416.1277
moreFlex,2030,NoFlexNoConstraints,h5722,1114.3068
moreFlex,2030,NoFlexNoConstraints,h5723,1832.8124
moreFlex,2030,NoFlexNoConstraints,h5724,2913.0236
moreFlex,2030,NoFlexNoConstraints,h5725,4011.7433
moreFlex,2030,NoFlexNoConstraints,h5726,5466.2626
moreFlex,2030,NoFlexNoConstraints,h5727,5469.9054
moreFlex,2030,NoFlexNoConstraints,h5728,6509.1738
moreFlex,2030,NoFlexNoConstraints,h5729,8776.8774
moreFlex,2030,NoFlexNoConstraints,h5730,10137.9479
moreFlex,2030,NoFlexNoConstraints,h5731,9736.6941
moreFlex,2030,NoFlexNoConstraints,h5732,6892.7306
moreFlex,2030,NoFlexNoConstraints,h5733,5434.3596
moreFlex,2030,NoFlexNoConstraints,h5734,4115.6623
moreFlex,2030,NoFlexNoConstraints,h5735,2663.4768
moreFlex,2030,NoFlexNoConstraints,h5736,1825.7014
moreFlex,2030,NoFlexNoConstraints,h5737,45.5815
moreFlex,2030,NoFlexNoConstraints,h5738,125.9352
moreFlex,2030,NoFlexNoConstraints,h5739,140.2897
moreFlex,2030,NoFlexNoConstraints,h5740,98.4629
moreFlex,2030,NoFlexNoConstraints,h5741,188.0192
moreFlex,2030,NoFlexNoConstraints,h5742,146.8745
moreFlex,2030,NoFlexNoConstraints,h5743,208.5783
moreFlex,2030,NoFlexNoConstraints,h5744,243.3329
moreFlex,2030,NoFlexNoConstraints,h5745,359.5016
moreFlex,2030,NoFlexNoConstraints,h5746,868.8777
moreFlex,2030,NoFlexNoConstraints,h5747,1645.1392
moreFlex,2030,NoFlexNoConstraints,h5748,3311.4377
moreFlex,2030,NoFlexNoConstraints,h5749,3862.4782
moreFlex,2030,NoFlexNoConstraints,h5750,4300.7592
moreFlex,2030,NoFlexNoConstraints,h5751,4821.665
moreFlex,2030,NoFlexNoConstraints,h5752,6037.7241
moreFlex,2030,NoFlexNoConstraints,h5753,8947.1108
moreFlex,2030,NoFlexNoConstraints,h5754,10839.5659
moreFlex,2030,NoFlexNoConstraints,h5755,10472.6917
moreFlex,2030,NoFlexNoConstraints,h5756,8290.202
moreFlex,2030,NoFlexNoConstraints,h5757,5107.5542
moreFlex,2030,NoFlexNoConstraints,h5758,4041.1758
moreFlex,2030,NoFlexNoConstraints,h5759,3126.5137
moreFlex,2030,NoFlexNoConstraints,h5760,2113.2244
moreFlex,2030,NoFlexNoConstraints,h5761,30.3146
moreFlex,2030,NoFlexNoConstraints,h5762,109.6682
moreFlex,2030,NoFlexNoConstraints,h5763,147.7537
moreFlex,2030,NoFlexNoConstraints,h5764,0.0
moreFlex,2030,NoFlexNoConstraints,h5765,27.9105
moreFlex,2030,NoFlexNoConstraints,h5766,55.803
moreFlex,2030,NoFlexNoConstraints,h5767,131.019
moreFlex,2030,NoFlexNoConstraints,h5768,310.3378
moreFlex,2030,NoFlexNoConstraints,h5769,566.1456
moreFlex,2030,NoFlexNoConstraints,h5770,1200.5927
moreFlex,2030,NoFlexNoConstraints,h5771,1598.0168
moreFlex,2030,NoFlexNoConstraints,h5772,2724.7078
moreFlex,2030,NoFlexNoConstraints,h5773,3932.3995
moreFlex,2030,NoFlexNoConstraints,h5774,5197.5333
moreFlex,2030,NoFlexNoConstraints,h5775,4957.5209
moreFlex,2030,NoFlexNoConstraints,h5776,5622.2991
moreFlex,2030,NoFlexNoConstraints,h5777,8368.9491
moreFlex,2030,NoFlexNoConstraints,h5778,10648.7162
moreFlex,2030,NoFlexNoConstraints,h5779,11249.099
moreFlex,2030,NoFlexNoConstraints,h5780,7986.3163
moreFlex,2030,NoFlexNoConstraints,h5781,5579.7246
moreFlex,2030,NoFlexNoConstraints,h5782,4014.3205
moreFlex,2030,NoFlexNoConstraints,h5783,3159.0227
moreFlex,2030,NoFlexNoConstraints,h5784,2093.4178
moreFlex,2030,NoFlexNoConstraints,h5785,27.2994
moreFlex,2030,NoFlexNoConstraints,h5786,55.9014
moreFlex,2030,NoFlexNoConstraints,h5787,75.4668
moreFlex,2030,NoFlexNoConstraints,h5788,113.5428
moreFlex,2030,NoFlexNoConstraints,h5789,108.019
moreFlex,2030,NoFlexNoConstraints,h5790,16.7822
moreFlex,2030,NoFlexNoConstraints,h5791,160.3494
moreFlex,2030,NoFlexNoConstraints,h5792,238.2366
moreFlex,2030,NoFlexNoConstraints,h5793,398.4132
moreFlex,2030,NoFlexNoConstraints,h5794,812.8565
moreFlex,2030,NoFlexNoConstraints,h5795,1780.3712
moreFlex,2030,NoFlexNoConstraints,h5796,3178.6263
moreFlex,2030,NoFlexNoConstraints,h5797,3896.4309
moreFlex,2030,NoFlexNoConstraints,h5798,5271.9411
moreFlex,2030,NoFlexNoConstraints,h5799,5430.2902
moreFlex,2030,NoFlexNoConstraints,h5800,6432.4039
moreFlex,2030,NoFlexNoConstraints,h5801,8371.9086
moreFlex,2030,NoFlexNoConstraints,h5802,9891.5184
moreFlex,2030,NoFlexNoConstraints,h5803,9910.447
moreFlex,2030,NoFlexNoConstraints,h5804,7613.8052
moreFlex,2030,NoFlexNoConstraints,h5805,5318.7131
moreFlex,2030,NoFlexNoConstraints,h5806,3760.2698
moreFlex,2030,NoFlexNoConstraints,h5807,2878.3873
moreFlex,2030,NoFlexNoConstraints,h5808,1576.8208
moreFlex,2030,NoFlexNoConstraints,h5809,21.4184
moreFlex,2030,NoFlexNoConstraints,h5810,77.3052
moreFlex,2030,NoFlexNoConstraints,h5811,0.0
moreFlex,2030,NoFlexNoConstraints,h5812,100.046
moreFlex,2030,NoFlexNoConstraints,h5813,109.0591
moreFlex,2030,NoFlexNoConstraints,h5814,8.7794
moreFlex,2030,NoFlexNoConstraints,h5815,118.5148
moreFlex,2030,NoFlexNoConstraints,h5816,211.0478
moreFlex,2030,NoFlexNoConstraints,h5817,478.6372
moreFlex,2030,NoFlexNoConstraints,h5818,1135.5717
moreFlex,2030,NoFlexNoConstraints,h5819,1983.2599
moreFlex,2030,NoFlexNoConstraints,h5820,2871.5965
moreFlex,2030,NoFlexNoConstraints,h5821,4308.2495
moreFlex,2030,NoFlexNoConstraints,h5822,4500.2326
moreFlex,2030,NoFlexNoConstraints,h5823,5545.165
moreFlex,2030,NoFlexNoConstraints,h5824,5860.051
moreFlex,2030,NoFlexNoConstraints,h5825,9071.5252
moreFlex,2030,NoFlexNoConstraints,h5826,11024.6711
moreFlex,2030,NoFlexNoConstraints,h5827,11031.7646
moreFlex,2030,NoFlexNoConstraints,h5828,8210.0071
moreFlex,2030,NoFlexNoConstraints,h5829,5053.9088
moreFlex,2030,NoFlexNoConstraints,h5830,3246.7581
moreFlex,2030,NoFlexNoConstraints,h5831,2741.3491
moreFlex,2030,NoFlexNoConstraints,h5832,1909.3136
moreFlex,2030,NoFlexNoConstraints,h5833,19.6943
moreFlex,2030,NoFlexNoConstraints,h5834,74.7376
moreFlex,2030,NoFlexNoConstraints,h5835,51.7521
moreFlex,2030,NoFlexNoConstraints,h5836,0.0
moreFlex,2030,NoFlexNoConstraints,h5837,8.2894
moreFlex,2030,NoFlexNoConstraints,h5838,0.0
moreFlex,2030,NoFlexNoConstraints,h5839,66.0947
moreFlex,2030,NoFlexNoConstraints,h5840,249.1385
moreFlex,2030,NoFlexNoConstraints,h5841,446.4616
moreFlex,2030,NoFlexNoConstraints,h5842,1197.5122
moreFlex,2030,NoFlexNoConstraints,h5843,1920.9666
moreFlex,2030,NoFlexNoConstraints,h5844,2981.7253
moreFlex,2030,NoFlexNoConstraints,h5845,3485.9165
moreFlex,2030,NoFlexNoConstraints,h5846,4637.254
moreFlex,2030,NoFlexNoConstraints,h5847,5066.3606
moreFlex,2030,NoFlexNoConstraints,h5848,6926.0914
moreFlex,2030,NoFlexNoConstraints,h5849,8878.4755
moreFlex,2030,NoFlexNoConstraints,h5850,11234.4931
moreFlex,2030,NoFlexNoConstraints,h5851,10289.3603
moreFlex,2030,NoFlexNoConstraints,h5852,8720.5071
moreFlex,2030,NoFlexNoConstraints,h5853,5627.8543
moreFlex,2030,NoFlexNoConstraints,h5854,3750.3346
moreFlex,2030,NoFlexNoConstraints,h5855,3100.0298
moreFlex,2030,NoFlexNoConstraints,h5856,2483.9201
moreFlex,2030,NoFlexNoConstraints,h5857,26.9999
moreFlex,2030,NoFlexNoConstraints,h5858,49.9429
moreFlex,2030,NoFlexNoConstraints,h5859,93.5285
moreFlex,2030,NoFlexNoConstraints,h5860,50.4784
moreFlex,2030,NoFlexNoConstraints,h5861,55.0271
moreFlex,2030,NoFlexNoConstraints,h5862,126.3239
moreFlex,2030,NoFlexNoConstraints,h5863,161.199
moreFlex,2030,NoFlexNoConstraints,h5864,186.5062
moreFlex,2030,NoFlexNoConstraints,h5865,293.4601
moreFlex,2030,NoFlexNoConstraints,h5866,882.8312
moreFlex,2030,NoFlexNoConstraints,h5867,1657.8359
moreFlex,2030,NoFlexNoConstraints,h5868,2468.1082
moreFlex,2030,NoFlexNoConstraints,h5869,4544.7465
moreFlex,2030,NoFlexNoConstraints,h5870,5189.122
moreFlex,2030,NoFlexNoConstraints,h5871,5183.9542
moreFlex,2030,NoFlexNoConstraints,h5872,6318.0307
moreFlex,2030,NoFlexNoConstraints,h5873,9269.7384
moreFlex,2030,NoFlexNoConstraints,h5874,10477.0219
moreFlex,2030,NoFlexNoConstraints,h5875,10041.7204
moreFlex,2030,NoFlexNoConstraints,h5876,8408.7842
moreFlex,2030,NoFlexNoConstraints,h5877,5836.4107
moreFlex,2030,NoFlexNoConstraints,h5878,4167.8385
moreFlex,2030,NoFlexNoConstraints,h5879,3665.7222
moreFlex,2030,NoFlexNoConstraints,h5880,2152.4172
moreFlex,2030,NoFlexNoConstraints,h5881,0.0
moreFlex,2030,NoFlexNoConstraints,h5882,92.9835
moreFlex,2030,NoFlexNoConstraints,h5883,44.941
moreFlex,2030,NoFlexNoConstraints,h5884,0.0
moreFlex,2030,NoFlexNoConstraints,h5885,8.389
moreFlex,2030,NoFlexNoConstraints,h5886,0.0
moreFlex,2030,NoFlexNoConstraints,h5887,220.2362
moreFlex,2030,NoFlexNoConstraints,h5888,296.848
moreFlex,2030,NoFlexNoConstraints,h5889,493.8275
moreFlex,2030,NoFlexNoConstraints,h5890,811.7048
moreFlex,2030,NoFlexNoConstraints,h5891,1389.8268
moreFlex,2030,NoFlexNoConstraints,h5892,2870.6221
moreFlex,2030,NoFlexNoConstraints,h5893,3622.3572
moreFlex,2030,NoFlexNoConstraints,h5894,5161.5607
moreFlex,2030,NoFlexNoConstraints,h5895,5125.7957
moreFlex,2030,NoFlexNoConstraints,h5896,5771.0001
moreFlex,2030,NoFlexNoConstraints,h5897,8915.0801
moreFlex,2030,NoFlexNoConstraints,h5898,10657.3571
moreFlex,2030,NoFlexNoConstraints,h5899,10739.9042
moreFlex,2030,NoFlexNoConstraints,h5900,8132.897
moreFlex,2030,NoFlexNoConstraints,h5901,5732.3197
moreFlex,2030,NoFlexNoConstraints,h5902,3700.0726
moreFlex,2030,NoFlexNoConstraints,h5903,2974.2679
moreFlex,2030,NoFlexNoConstraints,h5904,2019.4443
moreFlex,2030,NoFlexNoConstraints,h5905,16.8406
moreFlex,2030,NoFlexNoConstraints,h5906,57.9058
moreFlex,2030,NoFlexNoConstraints,h5907,0.0
moreFlex,2030,NoFlexNoConstraints,h5908,102.6028
moreFlex,2030,NoFlexNoConstraints,h5909,33.2497
moreFlex,2030,NoFlexNoConstraints,h5910,0.0
moreFlex,2030,NoFlexNoConstraints,h5911,128.3163
moreFlex,2030,NoFlexNoConstraints,h5912,152.1173
moreFlex,2030,NoFlexNoConstraints,h5913,480.9253
moreFlex,2030,NoFlexNoConstraints,h5914,898.9066
moreFlex,2030,NoFlexNoConstraints,h5915,1608.7074
moreFlex,2030,NoFlexNoConstraints,h5916,2687.6695
moreFlex,2030,NoFlexNoConstraints,h5917,4329.9666
moreFlex,2030,NoFlexNoConstraints,h5918,4496.8413
moreFlex,2030,NoFlexNoConstraints,h5919,5348.7756
moreFlex,2030,NoFlexNoConstraints,h5920,6884.9866
moreFlex,2030,NoFlexNoConstraints,h5921,8821.376
moreFlex,2030,NoFlexNoConstraints,h5922,10395.131
moreFlex,2030,NoFlexNoConstraints,h5923,10992.6555
moreFlex,2030,NoFlexNoConstraints,h5924,9000.1228
moreFlex,2030,NoFlexNoConstraints,h5925,5691.4906
moreFlex,2030,NoFlexNoConstraints,h5926,3691.0937
moreFlex,2030,NoFlexNoConstraints,h5927,2562.6139
moreFlex,2030,NoFlexNoConstraints,h5928,1789.9801
moreFlex,2030,NoFlexNoConstraints,h5929,0.0
moreFlex,2030,NoFlexNoConstraints,h5930,55.836
moreFlex,2030,NoFlexNoConstraints,h5931,30.9785
moreFlex,2030,NoFlexNoConstraints,h5932,195.9869
moreFlex,2030,NoFlexNoConstraints,h5933,90.5468
moreFlex,2030,NoFlexNoConstraints,h5934,41.1248
moreFlex,2030,NoFlexNoConstraints,h5935,136.4323
moreFlex,2030,NoFlexNoConstraints,h5936,380.508
moreFlex,2030,NoFlexNoConstraints,h5937,565.2075
moreFlex,2030,NoFlexNoConstraints,h5938,917.4384
moreFlex,2030,NoFlexNoConstraints,h5939,1820.0975
moreFlex,2030,NoFlexNoConstraints,h5940,2817.0141
moreFlex,2030,NoFlexNoConstraints,h5941,3474.368
moreFlex,2030,NoFlexNoConstraints,h5942,4611.0417
moreFlex,2030,NoFlexNoConstraints,h5943,6024.7276
moreFlex,2030,NoFlexNoConstraints,h5944,6242.6479
moreFlex,2030,NoFlexNoConstraints,h5945,8732.0247
moreFlex,2030,NoFlexNoConstraints,h5946,9996.2934
moreFlex,2030,NoFlexNoConstraints,h5947,10034.5896
moreFlex,2030,NoFlexNoConstraints,h5948,8822.2408
