flex,year,run,h,val
baseFlex,2030,NoFlexNoConstraints,h4866,9814.319
baseFlex,2030,NoFlexNoConstraints,h4867,10133.6566
baseFlex,2030,NoFlexNoConstraints,h4868,7828.6502
baseFlex,2030,NoFlexNoConstraints,h4869,5629.461
baseFlex,2030,NoFlexNoConstraints,h4870,3669.6505
baseFlex,2030,NoFlexNoConstraints,h4871,2666.3807
baseFlex,2030,NoFlexNoConstraints,h4872,2115.9697
baseFlex,2030,NoFlexNoConstraints,h4873,8.3137
baseFlex,2030,NoFlexNoConstraints,h4874,19.4953
baseFlex,2030,NoFlexNoConstraints,h4875,0.0
baseFlex,2030,NoFlexNoConstraints,h4876,81.4606
baseFlex,2030,NoFlexNoConstraints,h4877,84.3356
baseFlex,2030,NoFlexNoConstraints,h4878,78.3206
baseFlex,2030,NoFlexNoConstraints,h4879,90.1739
baseFlex,2030,NoFlexNoConstraints,h4880,229.193
baseFlex,2030,NoFlexNoConstraints,h4881,543.4423
baseFlex,2030,NoFlexNoConstraints,h4882,891.1034
baseFlex,2030,NoFlexNoConstraints,h4883,1635.4152
baseFlex,2030,NoFlexNoConstraints,h4884,2364.9027
baseFlex,2030,NoFlexNoConstraints,h4885,3531.122
baseFlex,2030,NoFlexNoConstraints,h4886,4775.7934
baseFlex,2030,NoFlexNoConstraints,h4887,5373.1975
baseFlex,2030,NoFlexNoConstraints,h4888,6294.4506
baseFlex,2030,NoFlexNoConstraints,h4889,8921.3707
baseFlex,2030,NoFlexNoConstraints,h4890,10410.6556
baseFlex,2030,NoFlexNoConstraints,h4891,10067.5299
baseFlex,2030,NoFlexNoConstraints,h4892,9112.7332
baseFlex,2030,NoFlexNoConstraints,h4893,5359.4797
baseFlex,2030,NoFlexNoConstraints,h4894,3534.0363
baseFlex,2030,NoFlexNoConstraints,h4895,3041.2978
baseFlex,2030,NoFlexNoConstraints,h4896,2040.2026
baseFlex,2030,NoFlexNoConstraints,h4897,0.0
baseFlex,2030,NoFlexNoConstraints,h4898,52.6727
baseFlex,2030,NoFlexNoConstraints,h4899,92.1289
baseFlex,2030,NoFlexNoConstraints,h4900,0.0
baseFlex,2030,NoFlexNoConstraints,h4901,31.9963
baseFlex,2030,NoFlexNoConstraints,h4902,47.7778
baseFlex,2030,NoFlexNoConstraints,h4903,160.3779
baseFlex,2030,NoFlexNoConstraints,h4904,349.3509
baseFlex,2030,NoFlexNoConstraints,h4905,640.7567
baseFlex,2030,NoFlexNoConstraints,h4906,946.2983
baseFlex,2030,NoFlexNoConstraints,h4907,1703.3027
baseFlex,2030,NoFlexNoConstraints,h4908,2546.7023
baseFlex,2030,NoFlexNoConstraints,h4909,3380.8588
baseFlex,2030,NoFlexNoConstraints,h4910,4153.9416
baseFlex,2030,NoFlexNoConstraints,h4911,5357.0533
baseFlex,2030,NoFlexNoConstraints,h4912,6662.0694
baseFlex,2030,NoFlexNoConstraints,h4913,8527.1053
baseFlex,2030,NoFlexNoConstraints,h4914,11079.9183
baseFlex,2030,NoFlexNoConstraints,h4915,11035.491
baseFlex,2030,NoFlexNoConstraints,h4916,8127.99
baseFlex,2030,NoFlexNoConstraints,h4917,5769.9329
baseFlex,2030,NoFlexNoConstraints,h4918,4223.7173
baseFlex,2030,NoFlexNoConstraints,h4919,3816.115
baseFlex,2030,NoFlexNoConstraints,h4920,2902.2904
baseFlex,2030,NoFlexNoConstraints,h4921,41.7148
baseFlex,2030,NoFlexNoConstraints,h4922,23.428
baseFlex,2030,NoFlexNoConstraints,h4923,15.52
baseFlex,2030,NoFlexNoConstraints,h4924,0.0
baseFlex,2030,NoFlexNoConstraints,h4925,0.0
baseFlex,2030,NoFlexNoConstraints,h4926,49.6209
baseFlex,2030,NoFlexNoConstraints,h4927,225.1113
baseFlex,2030,NoFlexNoConstraints,h4928,201.9775
baseFlex,2030,NoFlexNoConstraints,h4929,411.217
baseFlex,2030,NoFlexNoConstraints,h4930,1241.3104
baseFlex,2030,NoFlexNoConstraints,h4931,1666.3264
baseFlex,2030,NoFlexNoConstraints,h4932,2824.4412
baseFlex,2030,NoFlexNoConstraints,h4933,4036.4686
baseFlex,2030,NoFlexNoConstraints,h4934,5055.1365
baseFlex,2030,NoFlexNoConstraints,h4935,5713.6896
baseFlex,2030,NoFlexNoConstraints,h4936,6989.1806
baseFlex,2030,NoFlexNoConstraints,h4937,8958.3286
baseFlex,2030,NoFlexNoConstraints,h4938,10893.2044
baseFlex,2030,NoFlexNoConstraints,h4939,10501.0686
baseFlex,2030,NoFlexNoConstraints,h4940,7961.0225
baseFlex,2030,NoFlexNoConstraints,h4941,4917.9902
baseFlex,2030,NoFlexNoConstraints,h4942,3293.6074
baseFlex,2030,NoFlexNoConstraints,h4943,2373.2244
baseFlex,2030,NoFlexNoConstraints,h4944,1588.0793
baseFlex,2030,NoFlexNoConstraints,h4945,14.2331
baseFlex,2030,NoFlexNoConstraints,h4946,29.9836
baseFlex,2030,NoFlexNoConstraints,h4947,50.9614
baseFlex,2030,NoFlexNoConstraints,h4948,0.0
baseFlex,2030,NoFlexNoConstraints,h4949,8.3658
baseFlex,2030,NoFlexNoConstraints,h4950,16.3949
baseFlex,2030,NoFlexNoConstraints,h4951,181.3144
baseFlex,2030,NoFlexNoConstraints,h4952,258.3227
baseFlex,2030,NoFlexNoConstraints,h4953,388.5982
baseFlex,2030,NoFlexNoConstraints,h4954,869.7288
baseFlex,2030,NoFlexNoConstraints,h4955,1777.735
baseFlex,2030,NoFlexNoConstraints,h4956,2698.6795
baseFlex,2030,NoFlexNoConstraints,h4957,4417.2415
baseFlex,2030,NoFlexNoConstraints,h4958,4449.0399
baseFlex,2030,NoFlexNoConstraints,h4959,4914.3502
baseFlex,2030,NoFlexNoConstraints,h4960,6334.3274
baseFlex,2030,NoFlexNoConstraints,h4961,8922.8814
baseFlex,2030,NoFlexNoConstraints,h4962,10895.7163
baseFlex,2030,NoFlexNoConstraints,h4963,11223.3979
baseFlex,2030,NoFlexNoConstraints,h4964,9137.8711
baseFlex,2030,NoFlexNoConstraints,h4965,6417.3832
baseFlex,2030,NoFlexNoConstraints,h4966,5152.1185
baseFlex,2030,NoFlexNoConstraints,h4967,3572.8156
baseFlex,2030,NoFlexNoConstraints,h4968,2200.5154
baseFlex,2030,NoFlexNoConstraints,h4969,48.7449
baseFlex,2030,NoFlexNoConstraints,h4970,58.5434
baseFlex,2030,NoFlexNoConstraints,h4971,67.331
baseFlex,2030,NoFlexNoConstraints,h4972,13.5402
baseFlex,2030,NoFlexNoConstraints,h4973,0.0
baseFlex,2030,NoFlexNoConstraints,h4974,0.0
baseFlex,2030,NoFlexNoConstraints,h4975,164.1108
baseFlex,2030,NoFlexNoConstraints,h4976,161.3168
baseFlex,2030,NoFlexNoConstraints,h4977,535.9826
baseFlex,2030,NoFlexNoConstraints,h4978,896.2465
baseFlex,2030,NoFlexNoConstraints,h4979,1749.6957
baseFlex,2030,NoFlexNoConstraints,h4980,2745.2457
baseFlex,2030,NoFlexNoConstraints,h4981,3705.523
baseFlex,2030,NoFlexNoConstraints,h4982,4888.6339
baseFlex,2030,NoFlexNoConstraints,h4983,5463.9025
baseFlex,2030,NoFlexNoConstraints,h4984,6019.8163
baseFlex,2030,NoFlexNoConstraints,h4985,9416.2694
baseFlex,2030,NoFlexNoConstraints,h4986,10029.3273
baseFlex,2030,NoFlexNoConstraints,h4987,10055.9538
baseFlex,2030,NoFlexNoConstraints,h4988,8709.5046
baseFlex,2030,NoFlexNoConstraints,h4989,5780.5731
baseFlex,2030,NoFlexNoConstraints,h4990,4045.0462
baseFlex,2030,NoFlexNoConstraints,h4991,3101.6224
baseFlex,2030,NoFlexNoConstraints,h4992,2099.0933
baseFlex,2030,NoFlexNoConstraints,h4993,0.0
baseFlex,2030,NoFlexNoConstraints,h4994,49.4129
baseFlex,2030,NoFlexNoConstraints,h4995,0.0
baseFlex,2030,NoFlexNoConstraints,h4996,0.0
baseFlex,2030,NoFlexNoConstraints,h4997,15.431
baseFlex,2030,NoFlexNoConstraints,h4998,0.0
baseFlex,2030,NoFlexNoConstraints,h4999,28.1817
baseFlex,2030,NoFlexNoConstraints,h5000,125.1786
baseFlex,2030,NoFlexNoConstraints,h5001,527.6334
baseFlex,2030,NoFlexNoConstraints,h5002,996.3662
baseFlex,2030,NoFlexNoConstraints,h5003,1550.69
baseFlex,2030,NoFlexNoConstraints,h5004,2710.9588
baseFlex,2030,NoFlexNoConstraints,h5005,3921.8377
baseFlex,2030,NoFlexNoConstraints,h5006,4498.0629
baseFlex,2030,NoFlexNoConstraints,h5007,4935.9052
baseFlex,2030,NoFlexNoConstraints,h5008,7159.2461
baseFlex,2030,NoFlexNoConstraints,h5009,10086.2996
baseFlex,2030,NoFlexNoConstraints,h5010,11653.0628
baseFlex,2030,NoFlexNoConstraints,h5011,10643.1359
baseFlex,2030,NoFlexNoConstraints,h5012,8170.0487
baseFlex,2030,NoFlexNoConstraints,h5013,5564.6048
baseFlex,2030,NoFlexNoConstraints,h5014,4516.8479
baseFlex,2030,NoFlexNoConstraints,h5015,2936.3794
baseFlex,2030,NoFlexNoConstraints,h5016,1807.2962
baseFlex,2030,NoFlexNoConstraints,h5017,0.0
baseFlex,2030,NoFlexNoConstraints,h5018,123.1808
baseFlex,2030,NoFlexNoConstraints,h5019,32.0158
baseFlex,2030,NoFlexNoConstraints,h5020,0.0
baseFlex,2030,NoFlexNoConstraints,h5021,0.0
baseFlex,2030,NoFlexNoConstraints,h5022,7.1642
baseFlex,2030,NoFlexNoConstraints,h5023,176.6136
baseFlex,2030,NoFlexNoConstraints,h5024,116.0298
baseFlex,2030,NoFlexNoConstraints,h5025,342.8327
baseFlex,2030,NoFlexNoConstraints,h5026,954.7784
baseFlex,2030,NoFlexNoConstraints,h5027,1821.3021
baseFlex,2030,NoFlexNoConstraints,h5028,2794.8937
baseFlex,2030,NoFlexNoConstraints,h5029,3658.116
baseFlex,2030,NoFlexNoConstraints,h5030,4201.4446
baseFlex,2030,NoFlexNoConstraints,h5031,5516.8662
baseFlex,2030,NoFlexNoConstraints,h5032,6464.8632
baseFlex,2030,NoFlexNoConstraints,h5033,9830.9549
baseFlex,2030,NoFlexNoConstraints,h5034,9996.768
baseFlex,2030,NoFlexNoConstraints,h5035,9519.7249
baseFlex,2030,NoFlexNoConstraints,h5036,8085.5235
baseFlex,2030,NoFlexNoConstraints,h5037,5900.6053
baseFlex,2030,NoFlexNoConstraints,h5038,3867.0378
baseFlex,2030,NoFlexNoConstraints,h5039,3086.8876
baseFlex,2030,NoFlexNoConstraints,h5040,2072.7659
baseFlex,2030,NoFlexNoConstraints,h5041,0.0
baseFlex,2030,NoFlexNoConstraints,h5042,42.0918
baseFlex,2030,NoFlexNoConstraints,h5043,33.1778
baseFlex,2030,NoFlexNoConstraints,h5044,16.5657
baseFlex,2030,NoFlexNoConstraints,h5045,56.8387
baseFlex,2030,NoFlexNoConstraints,h5046,25.5675
baseFlex,2030,NoFlexNoConstraints,h5047,176.2941
baseFlex,2030,NoFlexNoConstraints,h5048,182.7025
baseFlex,2030,NoFlexNoConstraints,h5049,538.4394
baseFlex,2030,NoFlexNoConstraints,h5050,1031.2376
baseFlex,2030,NoFlexNoConstraints,h5051,1683.9604
baseFlex,2030,NoFlexNoConstraints,h5052,2614.3468
baseFlex,2030,NoFlexNoConstraints,h5053,3882.5367
baseFlex,2030,NoFlexNoConstraints,h5054,4433.3952
baseFlex,2030,NoFlexNoConstraints,h5055,5546.5782
baseFlex,2030,NoFlexNoConstraints,h5056,6797.1307
baseFlex,2030,NoFlexNoConstraints,h5057,8099.7503
baseFlex,2030,NoFlexNoConstraints,h5058,10147.6114
baseFlex,2030,NoFlexNoConstraints,h5059,10101.4462
baseFlex,2030,NoFlexNoConstraints,h5060,7747.8371
baseFlex,2030,NoFlexNoConstraints,h5061,4434.3164
baseFlex,2030,NoFlexNoConstraints,h5062,3426.9994
baseFlex,2030,NoFlexNoConstraints,h5063,3223.7243
baseFlex,2030,NoFlexNoConstraints,h5064,1972.9483
baseFlex,2030,NoFlexNoConstraints,h5065,63.0818
baseFlex,2030,NoFlexNoConstraints,h5066,95.9893
baseFlex,2030,NoFlexNoConstraints,h5067,65.0748
baseFlex,2030,NoFlexNoConstraints,h5068,18.7486
baseFlex,2030,NoFlexNoConstraints,h5069,0.0
baseFlex,2030,NoFlexNoConstraints,h5070,9.0096
baseFlex,2030,NoFlexNoConstraints,h5071,162.9461
baseFlex,2030,NoFlexNoConstraints,h5072,213.3378
baseFlex,2030,NoFlexNoConstraints,h5073,534.8242
baseFlex,2030,NoFlexNoConstraints,h5074,1107.7859
baseFlex,2030,NoFlexNoConstraints,h5075,2068.9576
baseFlex,2030,NoFlexNoConstraints,h5076,2759.6496
baseFlex,2030,NoFlexNoConstraints,h5077,3612.7794
baseFlex,2030,NoFlexNoConstraints,h5078,5169.1156
baseFlex,2030,NoFlexNoConstraints,h5079,5286.0726
baseFlex,2030,NoFlexNoConstraints,h5080,7412.8396
baseFlex,2030,NoFlexNoConstraints,h5081,8192.9742
baseFlex,2030,NoFlexNoConstraints,h5082,9368.2455
baseFlex,2030,NoFlexNoConstraints,h5083,9744.9518
baseFlex,2030,NoFlexNoConstraints,h5084,8216.7342
baseFlex,2030,NoFlexNoConstraints,h5085,5736.2847
baseFlex,2030,NoFlexNoConstraints,h5086,3443.059
baseFlex,2030,NoFlexNoConstraints,h5087,2520.9232
baseFlex,2030,NoFlexNoConstraints,h5088,1791.3903
baseFlex,2030,NoFlexNoConstraints,h5089,0.0
baseFlex,2030,NoFlexNoConstraints,h5090,82.3222
baseFlex,2030,NoFlexNoConstraints,h5091,67.397
baseFlex,2030,NoFlexNoConstraints,h5092,13.5532
baseFlex,2030,NoFlexNoConstraints,h5093,36.1817
baseFlex,2030,NoFlexNoConstraints,h5094,64.5593
baseFlex,2030,NoFlexNoConstraints,h5095,263.0232
baseFlex,2030,NoFlexNoConstraints,h5096,199.0855
baseFlex,2030,NoFlexNoConstraints,h5097,570.8346
baseFlex,2030,NoFlexNoConstraints,h5098,954.0371
baseFlex,2030,NoFlexNoConstraints,h5099,1549.9938
baseFlex,2030,NoFlexNoConstraints,h5100,2883.9019
baseFlex,2030,NoFlexNoConstraints,h5101,4192.8659
baseFlex,2030,NoFlexNoConstraints,h5102,4848.0868
baseFlex,2030,NoFlexNoConstraints,h5103,5569.3006
baseFlex,2030,NoFlexNoConstraints,h5104,6693.3845
baseFlex,2030,NoFlexNoConstraints,h5105,7894.6529
baseFlex,2030,NoFlexNoConstraints,h5106,10465.1882
baseFlex,2030,NoFlexNoConstraints,h5107,10577.1911
baseFlex,2030,NoFlexNoConstraints,h5108,8378.8742
baseFlex,2030,NoFlexNoConstraints,h5109,5779.7033
baseFlex,2030,NoFlexNoConstraints,h5110,4017.1745
baseFlex,2030,NoFlexNoConstraints,h5111,3155.9173
baseFlex,2030,NoFlexNoConstraints,h5112,2399.805
baseFlex,2030,NoFlexNoConstraints,h5113,33.3089
baseFlex,2030,NoFlexNoConstraints,h5114,125.9736
baseFlex,2030,NoFlexNoConstraints,h5115,22.7926
baseFlex,2030,NoFlexNoConstraints,h5116,0.0
baseFlex,2030,NoFlexNoConstraints,h5117,16.4768
baseFlex,2030,NoFlexNoConstraints,h5118,0.0
baseFlex,2030,NoFlexNoConstraints,h5119,273.0308
baseFlex,2030,NoFlexNoConstraints,h5120,319.4227
baseFlex,2030,NoFlexNoConstraints,h5121,461.0991
baseFlex,2030,NoFlexNoConstraints,h5122,782.1193
baseFlex,2030,NoFlexNoConstraints,h5123,1474.229
baseFlex,2030,NoFlexNoConstraints,h5124,2526.3644
baseFlex,2030,NoFlexNoConstraints,h5125,3753.0292
baseFlex,2030,NoFlexNoConstraints,h5126,5571.286
baseFlex,2030,NoFlexNoConstraints,h5127,5978.1916
baseFlex,2030,NoFlexNoConstraints,h5128,6162.3324
baseFlex,2030,NoFlexNoConstraints,h5129,8352.6595
baseFlex,2030,NoFlexNoConstraints,h5130,10277.0078
baseFlex,2030,NoFlexNoConstraints,h5131,10787.5836
baseFlex,2030,NoFlexNoConstraints,h5132,8616.8057
baseFlex,2030,NoFlexNoConstraints,h5133,5593.1656
baseFlex,2030,NoFlexNoConstraints,h5134,4182.1261
baseFlex,2030,NoFlexNoConstraints,h5135,3714.7396
baseFlex,2030,NoFlexNoConstraints,h5136,2185.9708
baseFlex,2030,NoFlexNoConstraints,h5137,0.0
baseFlex,2030,NoFlexNoConstraints,h5138,96.9062
baseFlex,2030,NoFlexNoConstraints,h5139,43.8685
baseFlex,2030,NoFlexNoConstraints,h5140,33.281
baseFlex,2030,NoFlexNoConstraints,h5141,9.6439
baseFlex,2030,NoFlexNoConstraints,h5142,66.27
baseFlex,2030,NoFlexNoConstraints,h5143,150.7568
baseFlex,2030,NoFlexNoConstraints,h5144,352.5135
baseFlex,2030,NoFlexNoConstraints,h5145,500.2098
baseFlex,2030,NoFlexNoConstraints,h5146,914.2035
baseFlex,2030,NoFlexNoConstraints,h5147,1727.3842
baseFlex,2030,NoFlexNoConstraints,h5148,2903.7962
baseFlex,2030,NoFlexNoConstraints,h5149,4023.7406
baseFlex,2030,NoFlexNoConstraints,h5150,4812.9367
baseFlex,2030,NoFlexNoConstraints,h5151,5184.8486
baseFlex,2030,NoFlexNoConstraints,h5152,5565.1235
baseFlex,2030,NoFlexNoConstraints,h5153,8029.4145
baseFlex,2030,NoFlexNoConstraints,h5154,10200.0697
baseFlex,2030,NoFlexNoConstraints,h5155,10099.7114
baseFlex,2030,NoFlexNoConstraints,h5156,7695.4716
baseFlex,2030,NoFlexNoConstraints,h5157,5055.0891
baseFlex,2030,NoFlexNoConstraints,h5158,3825.7564
baseFlex,2030,NoFlexNoConstraints,h5159,3229.628
baseFlex,2030,NoFlexNoConstraints,h5160,1886.9543
baseFlex,2030,NoFlexNoConstraints,h5161,21.7017
baseFlex,2030,NoFlexNoConstraints,h5162,71.5386
baseFlex,2030,NoFlexNoConstraints,h5163,99.7196
baseFlex,2030,NoFlexNoConstraints,h5164,0.0
baseFlex,2030,NoFlexNoConstraints,h5165,83.6677
baseFlex,2030,NoFlexNoConstraints,h5166,39.6626
baseFlex,2030,NoFlexNoConstraints,h5167,135.8046
baseFlex,2030,NoFlexNoConstraints,h5168,281.1716
baseFlex,2030,NoFlexNoConstraints,h5169,339.0886
baseFlex,2030,NoFlexNoConstraints,h5170,963.5846
baseFlex,2030,NoFlexNoConstraints,h5171,1498.0768
baseFlex,2030,NoFlexNoConstraints,h5172,2910.2004
baseFlex,2030,NoFlexNoConstraints,h5173,4029.8786
baseFlex,2030,NoFlexNoConstraints,h5174,4291.618
baseFlex,2030,NoFlexNoConstraints,h5175,5397.4902
baseFlex,2030,NoFlexNoConstraints,h5176,6735.2969
baseFlex,2030,NoFlexNoConstraints,h5177,9604.9642
baseFlex,2030,NoFlexNoConstraints,h5178,9759.0803
baseFlex,2030,NoFlexNoConstraints,h5179,10231.6901
baseFlex,2030,NoFlexNoConstraints,h5180,8489.9208
baseFlex,2030,NoFlexNoConstraints,h5181,5852.8464
baseFlex,2030,NoFlexNoConstraints,h5182,3970.1381
baseFlex,2030,NoFlexNoConstraints,h5183,2866.2741
baseFlex,2030,NoFlexNoConstraints,h5184,1856.5491
baseFlex,2030,NoFlexNoConstraints,h5185,0.0
baseFlex,2030,NoFlexNoConstraints,h5186,35.0163
baseFlex,2030,NoFlexNoConstraints,h5187,0.0
baseFlex,2030,NoFlexNoConstraints,h5188,16.0193
baseFlex,2030,NoFlexNoConstraints,h5189,75.3997
baseFlex,2030,NoFlexNoConstraints,h5190,35.7308
baseFlex,2030,NoFlexNoConstraints,h5191,95.9503
baseFlex,2030,NoFlexNoConstraints,h5192,318.9907
baseFlex,2030,NoFlexNoConstraints,h5193,476.7886
baseFlex,2030,NoFlexNoConstraints,h5194,932.0293
baseFlex,2030,NoFlexNoConstraints,h5195,1318.084
baseFlex,2030,NoFlexNoConstraints,h5196,2906.3925
baseFlex,2030,NoFlexNoConstraints,h5197,3886.7852
baseFlex,2030,NoFlexNoConstraints,h5198,4994.8369
baseFlex,2030,NoFlexNoConstraints,h5199,5596.2107
baseFlex,2030,NoFlexNoConstraints,h5200,6777.7479
baseFlex,2030,NoFlexNoConstraints,h5201,9766.6503
baseFlex,2030,NoFlexNoConstraints,h5202,11016.3297
baseFlex,2030,NoFlexNoConstraints,h5203,10809.2663
baseFlex,2030,NoFlexNoConstraints,h5204,9127.3598
baseFlex,2030,NoFlexNoConstraints,h5205,5501.9987
baseFlex,2030,NoFlexNoConstraints,h5206,3933.2948
baseFlex,2030,NoFlexNoConstraints,h5207,2941.9565
baseFlex,2030,NoFlexNoConstraints,h5208,2095.0261
baseFlex,2030,NoFlexNoConstraints,h5209,0.0
baseFlex,2030,NoFlexNoConstraints,h5210,19.7927
baseFlex,2030,NoFlexNoConstraints,h5211,11.7484
baseFlex,2030,NoFlexNoConstraints,h5212,64.9963
baseFlex,2030,NoFlexNoConstraints,h5213,70.8834
baseFlex,2030,NoFlexNoConstraints,h5214,16.0112
baseFlex,2030,NoFlexNoConstraints,h5215,78.6749
baseFlex,2030,NoFlexNoConstraints,h5216,133.2626
baseFlex,2030,NoFlexNoConstraints,h5217,420.8511
baseFlex,2030,NoFlexNoConstraints,h5218,834.8863
baseFlex,2030,NoFlexNoConstraints,h5219,1859.3629
baseFlex,2030,NoFlexNoConstraints,h5220,2758.6776
baseFlex,2030,NoFlexNoConstraints,h5221,4020.2274
baseFlex,2030,NoFlexNoConstraints,h5222,4672.9067
baseFlex,2030,NoFlexNoConstraints,h5223,6179.7887
baseFlex,2030,NoFlexNoConstraints,h5224,6821.4644
baseFlex,2030,NoFlexNoConstraints,h5225,9016.9167
baseFlex,2030,NoFlexNoConstraints,h5226,10527.5136
baseFlex,2030,NoFlexNoConstraints,h5227,10493.8261
baseFlex,2030,NoFlexNoConstraints,h5228,8092.1943
baseFlex,2030,NoFlexNoConstraints,h5229,5645.8239
baseFlex,2030,NoFlexNoConstraints,h5230,4497.9201
baseFlex,2030,NoFlexNoConstraints,h5231,3322.558
baseFlex,2030,NoFlexNoConstraints,h5232,1940.7137
baseFlex,2030,NoFlexNoConstraints,h5233,20.2167
baseFlex,2030,NoFlexNoConstraints,h5234,31.2511
baseFlex,2030,NoFlexNoConstraints,h5235,23.7586
baseFlex,2030,NoFlexNoConstraints,h5236,0.0
baseFlex,2030,NoFlexNoConstraints,h5237,0.0
baseFlex,2030,NoFlexNoConstraints,h5238,18.8199
baseFlex,2030,NoFlexNoConstraints,h5239,87.5471
baseFlex,2030,NoFlexNoConstraints,h5240,207.51
baseFlex,2030,NoFlexNoConstraints,h5241,498.1798
baseFlex,2030,NoFlexNoConstraints,h5242,836.7041
baseFlex,2030,NoFlexNoConstraints,h5243,1590.8497
baseFlex,2030,NoFlexNoConstraints,h5244,2541.9827
baseFlex,2030,NoFlexNoConstraints,h5245,3484.803
baseFlex,2030,NoFlexNoConstraints,h5246,5284.7044
baseFlex,2030,NoFlexNoConstraints,h5247,5677.9079
baseFlex,2030,NoFlexNoConstraints,h5248,6340.6201
baseFlex,2030,NoFlexNoConstraints,h5249,8966.9935
baseFlex,2030,NoFlexNoConstraints,h5250,10545.9328
baseFlex,2030,NoFlexNoConstraints,h5251,9674.0132
baseFlex,2030,NoFlexNoConstraints,h5252,7576.0709
baseFlex,2030,NoFlexNoConstraints,h5253,5809.507
baseFlex,2030,NoFlexNoConstraints,h5254,3951.1707
baseFlex,2030,NoFlexNoConstraints,h5255,2678.4088
baseFlex,2030,NoFlexNoConstraints,h5256,1905.7494
baseFlex,2030,NoFlexNoConstraints,h5257,16.5427
baseFlex,2030,NoFlexNoConstraints,h5258,160.6498
baseFlex,2030,NoFlexNoConstraints,h5259,63.4115
baseFlex,2030,NoFlexNoConstraints,h5260,0.0
baseFlex,2030,NoFlexNoConstraints,h5261,41.6397
baseFlex,2030,NoFlexNoConstraints,h5262,61.3448
baseFlex,2030,NoFlexNoConstraints,h5263,125.8564
baseFlex,2030,NoFlexNoConstraints,h5264,243.1761
baseFlex,2030,NoFlexNoConstraints,h5265,515.8559
baseFlex,2030,NoFlexNoConstraints,h5266,814.9253
baseFlex,2030,NoFlexNoConstraints,h5267,1614.2186
baseFlex,2030,NoFlexNoConstraints,h5268,2534.6672
baseFlex,2030,NoFlexNoConstraints,h5269,3512.5483
baseFlex,2030,NoFlexNoConstraints,h5270,4404.7098
baseFlex,2030,NoFlexNoConstraints,h5271,5382.6931
baseFlex,2030,NoFlexNoConstraints,h5272,6295.2736
baseFlex,2030,NoFlexNoConstraints,h5273,9186.122
baseFlex,2030,NoFlexNoConstraints,h5274,10528.4609
baseFlex,2030,NoFlexNoConstraints,h5275,10642.2076
baseFlex,2030,NoFlexNoConstraints,h5276,8800.8538
baseFlex,2030,NoFlexNoConstraints,h5277,6490.4162
baseFlex,2030,NoFlexNoConstraints,h5278,4526.8615
baseFlex,2030,NoFlexNoConstraints,h5279,2488.2969
baseFlex,2030,NoFlexNoConstraints,h5280,1497.5328
baseFlex,2030,NoFlexNoConstraints,h5281,60.9152
baseFlex,2030,NoFlexNoConstraints,h5282,68.1251
baseFlex,2030,NoFlexNoConstraints,h5283,0.0
baseFlex,2030,NoFlexNoConstraints,h5284,16.4957
baseFlex,2030,NoFlexNoConstraints,h5285,8.3171
baseFlex,2030,NoFlexNoConstraints,h5286,0.0
baseFlex,2030,NoFlexNoConstraints,h5287,265.3903
baseFlex,2030,NoFlexNoConstraints,h5288,346.02
baseFlex,2030,NoFlexNoConstraints,h5289,479.6185
baseFlex,2030,NoFlexNoConstraints,h5290,806.827
baseFlex,2030,NoFlexNoConstraints,h5291,1685.4648
baseFlex,2030,NoFlexNoConstraints,h5292,2919.4879
baseFlex,2030,NoFlexNoConstraints,h5293,3787.8962
baseFlex,2030,NoFlexNoConstraints,h5294,4974.5427
baseFlex,2030,NoFlexNoConstraints,h5295,5129.2509
baseFlex,2030,NoFlexNoConstraints,h5296,5904.1829
baseFlex,2030,NoFlexNoConstraints,h5297,8584.8948
baseFlex,2030,NoFlexNoConstraints,h5298,11145.5467
baseFlex,2030,NoFlexNoConstraints,h5299,10607.2289
baseFlex,2030,NoFlexNoConstraints,h5300,8101.553
baseFlex,2030,NoFlexNoConstraints,h5301,5073.576
baseFlex,2030,NoFlexNoConstraints,h5302,4083.3325
baseFlex,2030,NoFlexNoConstraints,h5303,3007.8688
baseFlex,2030,NoFlexNoConstraints,h5304,1769.7036
baseFlex,2030,NoFlexNoConstraints,h5305,41.0959
baseFlex,2030,NoFlexNoConstraints,h5306,5.9068
baseFlex,2030,NoFlexNoConstraints,h5307,0.0
baseFlex,2030,NoFlexNoConstraints,h5308,0.0
baseFlex,2030,NoFlexNoConstraints,h5309,99.2977
baseFlex,2030,NoFlexNoConstraints,h5310,110.3208
baseFlex,2030,NoFlexNoConstraints,h5311,218.3839
baseFlex,2030,NoFlexNoConstraints,h5312,187.2017
baseFlex,2030,NoFlexNoConstraints,h5313,496.6284
baseFlex,2030,NoFlexNoConstraints,h5314,1086.6371
baseFlex,2030,NoFlexNoConstraints,h5315,2000.5746
baseFlex,2030,NoFlexNoConstraints,h5316,2754.7435
baseFlex,2030,NoFlexNoConstraints,h5317,3837.1837
baseFlex,2030,NoFlexNoConstraints,h5318,4599.7881
baseFlex,2030,NoFlexNoConstraints,h5319,5426.6262
baseFlex,2030,NoFlexNoConstraints,h5320,5805.4998
baseFlex,2030,NoFlexNoConstraints,h5321,8878.5207
baseFlex,2030,NoFlexNoConstraints,h5322,10846.8859
baseFlex,2030,NoFlexNoConstraints,h5323,10761.578
baseFlex,2030,NoFlexNoConstraints,h5324,7407.3827
